date,payems,uspriv,usgovt,unrate,u6rate,civpart,emratio,ahe,ahe_prod,hours,food_services,local_education,construction,manufacturing,information,leisure,healthcare,labor_force,employed,nilf,unemployed,pte_economic,jolts_openings,jolts_quits_rate,payems_chg,uspriv_chg,usgovt_chg,food_services_chg,local_education_chg,construction_chg,manufacturing_chg,information_chg,leisure_chg,healthcare_chg,labor_force_chg,employed_chg,nilf_chg,unemployed_chg,pte_economic_chg,ahe_mom,ahe_yoy,ahe_prod_mom,ahe_prod_yoy,payroll_3m_avg,two_sector_chg,rest_chg,two_sector_share_pct
2024-09-01,157912.0,134463.0,23449.0,4.1,7.7,62.7,60.1,35.34,30.39,34.3,12229.9,8148.4,8254.0,12758.0,2903.0,16776.0,17746.6,168662.0,161813.0,100418.0,6849.0,4643.0,6943.0,2.0,155.0,142.0,13.0,25.799999999999272,2.399999999999636,18.0,-14.0,-6.0,30.0,51.29999999999927,170.0,384.0,54.0,-214.0,-185.0,0.34071550255538874,3.9106145251396773,0.3964321110009994,4.146675805346134,72.33333333333333,28.19999999999891,126.80000000000109,18.19354838709607
2024-10-01,157945.0,134459.0,23486.0,4.1,7.7,62.5,60.0,35.46,30.48,34.2,12235.3,8160.2,8262.0,12697.0,2887.0,16799.0,17806.9,168395.0,161444.0,100894.0,6951.0,4566.0,7379.0,2.0,33.0,-4.0,37.0,5.399999999999636,11.800000000000182,8.0,-61.0,-16.0,23.0,60.30000000000291,-267.0,-369.0,476.0,102.0,-77.0,0.339558573853993,4.049295774647899,0.29615004935834577,4.16951469583049,65.66666666666667,17.199999999999818,15.800000000000182,52.12121212121157
2024-11-01,158079.0,134575.0,23504.0,4.2,7.7,62.4,59.8,35.6,30.56,34.3,12238.4,8165.2,8267.0,12711.0,2885.0,16823.0,17865.0,168248.0,161159.0,101215.0,7089.0,4463.0,7566.0,1.9,134.0,116.0,18.0,3.100000000000364,5.0,5.0,14.0,-2.0,24.0,58.099999999998545,-147.0,-285.0,321.0,138.0,-103.0,0.3948110547095318,4.184957565115588,0.2624671916010346,4.051753489955723,107.33333333333333,8.100000000000364,125.89999999999964,6.044776119403257
2024-12-01,158316.0,134787.0,23529.0,4.1,7.6,62.5,59.9,35.69,30.66,34.3,12265.3,8173.5,8276.0,12693.0,2895.0,16862.0,17908.1,168506.0,161586.0,101132.0,6920.0,4361.0,7295.0,1.9,237.0,212.0,25.0,26.899999999999636,8.300000000000182,9.0,-18.0,10.0,39.0,43.099999999998545,258.0,427.0,-83.0,-169.0,-102.0,0.2528089887640306,4.082822980460765,0.327225130890052,4.038004750593838,134.66666666666666,35.19999999999982,201.80000000000018,14.852320675105407
2025-01-01,158268.0,134711.0,23557.0,4.0,7.5,62.6,60.1,35.84,30.79,34.1,12236.2,8183.5,8264.0,12673.0,2877.0,16832.0,17943.8,170696.0,163831.0,101989.0,6865.0,4478.0,7431.0,2.0,-48.0,-76.0,28.0,-29.099999999998545,10.0,-12.0,-20.0,-18.0,-30.0,35.70000000000073,2190.0,2245.0,857.0,-55.0,117.0,0.42028579434016944,3.974470554105025,0.4240052185257692,3.9851401553529175,107.66666666666667,-19.099999999998545,-28.900000000001455,39.79166666666363
2025-02-01,158310.0,134751.0,23559.0,4.2,8.0,62.5,59.9,35.94,30.89,34.2,12198.0,8191.4,8267.0,12671.0,2876.0,16796.0,17980.5,170441.0,163338.0,102405.0,7104.0,4923.0,7242.0,2.0,42.0,40.0,2.0,-38.20000000000073,7.899999999999636,3.0,-2.0,-1.0,-36.0,36.70000000000073,-255.0,-493.0,416.0,239.0,445.0,0.2790178571428381,4.113557358053277,0.32478077297823926,4.146999325691159,77.0,-30.30000000000109,72.30000000000109,-72.14285714285974
2025-03-01,158377.0,134818.0,23559.0,4.2,7.9,62.5,59.9,36.11,31.02,34.2,12208.4,8198.8,8273.0,12666.0,2867.0,16823.0,18028.1,170641.0,163509.0,102382.0,7132.0,4771.0,6952.0,2.2,67.0,67.0,0.0,10.399999999999636,7.399999999999636,6.0,-5.0,-9.0,27.0,47.599999999998545,200.0,171.0,-23.0,28.0,-152.0,0.4730105731775236,4.213564213564225,0.420848170929089,4.163868368032242,20.333333333333332,17.799999999999272,49.20000000000073,26.567164179103393
2025-04-01,158485.0,134917.0,23568.0,4.2,7.8,62.6,60.0,36.12,31.09,34.3,12221.9,8203.9,8271.0,12662.0,2865.0,16836.0,17989.9,171054.0,163898.0,102143.0,7155.0,4686.0,7098.0,2.0,108.0,99.0,9.0,13.5,5.100000000000364,-2.0,-4.0,-2.0,13.0,-38.19999999999709,413.0,389.0,-239.0,23.0,-85.0,0.02769315978952136,3.9125431530494748,0.22566086395874319,4.154103852596314,72.33333333333333,18.600000000000364,89.39999999999964,17.22222222222256
2025-05-01,158498.0,134937.0,23561.0,4.3,7.8,62.4,59.7,36.28,31.2,34.2,12217.5,8207.9,8269.0,12651.0,2864.0,16839.0,18028.8,170492.0,163244.0,102893.0,7248.0,4624.0,7310.0,2.1,13.0,20.0,-7.0,-4.399999999999636,4.0,-2.0,-11.0,-1.0,3.0,38.89999999999782,-562.0,-654.0,750.0,93.0,-62.0,0.44296788482836025,3.9839495557466353,0.35381151495657015,4.1041041041041115,62.666666666666664,-0.3999999999996362,13.399999999999636,-3.0769230769202784
2025-06-01,158478.0,134892.0,23586.0,4.1,7.7,62.3,59.7,36.36,31.31,34.2,12218.7,8219.8,8267.0,12636.0,2863.0,16837.0,18064.7,170380.0,163327.0,103205.0,7054.0,4473.0,7204.0,2.1,-20.0,-45.0,25.0,1.2000000000007276,11.899999999999636,-2.0,-15.0,-1.0,-2.0,35.900000000001455,-112.0,83.0,312.0,-194.0,-151.0,0.22050716648289725,3.8560411311054033,0.3525641025641013,4.123711340206171,33.666666666666664,13.100000000000364,-33.100000000000364,-65.50000000000182
2025-07-01,158542.0,134957.0,23585.0,4.3,7.9,62.2,59.6,36.47,31.39,34.2,12224.0,8224.4,8261.0,12625.0,2861.0,16848.0,18126.6,170412.0,163140.0,103373.0,7272.0,4689.0,7089.0,2.0,64.0,65.0,-1.0,5.299999999999272,4.600000000000364,-6.0,-11.0,-2.0,11.0,61.89999999999782,32.0,-187.0,168.0,218.0,216.0,0.30253025302529046,3.9623717217788013,0.25550942190994963,4.078249336870021,19.0,9.899999999999636,54.100000000000364,15.468749999999432
2025-08-01,158472.0,134937.0,23535.0,4.3,8.1,62.3,59.6,36.62,31.49,34.2,12245.0,8227.0,8239.0,12615.0,2860.0,16870.0,18142.2,170750.0,163370.0,103251.0,7380.0,4755.0,6919.0,2.0,-70.0,-20.0,-50.0,21.0,2.600000000000364,-22.0,-10.0,-1.0,22.0,15.600000000002183,338.0,230.0,-122.0,108.0,66.0,0.4112969564025182,3.9750141964792762,0.3185727938833871,4.030393128510079,-8.666666666666666,23.600000000000364,-93.60000000000036,-33.714285714286234
2025-09-01,158548.0,135005.0,23543.0,4.4,8.1,62.5,59.7,36.7,31.56,34.2,12283.9,8234.0,8255.0,12612.0,2859.0,16907.0,18181.8,171261.0,163656.0,102964.0,7605.0,4594.0,7169.0,1.9,76.0,68.0,8.0,38.899999999999636,7.0,16.0,-3.0,-1.0,37.0,39.599999999998545,511.0,286.0,-287.0,225.0,-161.0,0.21845985800110768,3.848330503678543,0.22229279136234403,3.8499506416584284,23.333333333333332,45.899999999999636,30.100000000000364,60.39473684210478
2025-10-01,158408.0,135018.0,23390.0,,,,,36.85,31.7,34.2,12326.5,8239.6,8243.0,12603.0,2853.0,16948.0,18215.4,,,,,,7170.0,1.9,-140.0,13.0,-153.0,42.600000000000364,5.600000000000364,-12.0,-9.0,-6.0,41.0,33.60000000000218,,,,,,0.4087193460490468,3.9199097574732056,0.44359949302914536,4.002624671916011,-44.666666666666664,48.20000000000073,-188.20000000000073,-34.42857142857195
2025-11-01,158449.0,135090.0,23359.0,4.5,8.7,62.5,59.6,37.0,31.79,34.3,12348.1,8237.6,8279.0,12593.0,2848.0,16936.0,18265.4,171541.0,163760.0,103092.0,7781.0,5487.0,6846.0,2.0,41.0,72.0,-31.0,21.600000000000364,-2.0,36.0,-10.0,-5.0,-12.0,50.0,,,,,,0.407055630936215,3.93258426966292,0.28391167192429734,4.0248691099476375,-7.666666666666667,19.600000000000364,21.399999999999636,47.804878048781376
2025-12-01,158432.0,135083.0,23349.0,4.4,8.4,62.4,59.7,37.02,31.83,34.2,12343.3,8231.8,8272.0,12580.0,2842.0,16961.0,18295.3,171495.0,163992.0,103321.0,7503.0,5341.0,6550.0,2.0,-17.0,-7.0,-10.0,-4.800000000001091,-5.800000000001091,-7.0,-13.0,-6.0,25.0,29.899999999997817,-46.0,232.0,229.0,-278.0,-146.0,0.0540540540540535,3.7265340431493543,0.12582573136206143,3.816046966731901,-38.666666666666664,-10.600000000002183,-6.399999999997817,62.35294117648343
2026-01-01,158592.0,135263.0,23329.0,4.3,8.1,62.1,59.4,37.15,31.94,34.3,12366.5,8234.7,8317.0,12582.0,2815.0,16966.0,18363.6,170465.0,163097.0,104211.0,7368.0,4873.0,7240.0,2.0,160.0,180.0,-20.0,23.200000000000728,2.900000000001455,45.0,2.0,-27.0,5.0,68.29999999999927,-1030.0,-895.0,890.0,-135.0,-468.0,0.35116153430576613,3.655133928571419,0.345585925227776,3.7349788892497626,61.333333333333336,26.100000000002183,133.89999999999782,16.312500000001364
2026-02-01,158436.0,135115.0,23321.0,4.4,7.9,62.0,59.3,37.27,32.04,34.3,12327.7,8229.5,8296.0,12583.0,2792.0,16935.0,18330.7,170483.0,162912.0,104283.0,7571.0,4396.0,6922.0,1.9,-156.0,-148.0,-8.0,-38.79999999999927,-5.200000000000728,-21.0,1.0,-23.0,-31.0,-32.89999999999782,18.0,-185.0,72.0,203.0,-477.0,0.32301480484524525,3.7006121313300167,0.3130870381966133,3.7228876659112897,-4.333333333333333,-44.0,-112.0,28.205128205128204
2026-03-01,158650.0,135317.0,23333.0,4.3,8.0,61.9,59.2,37.35,32.12,34.2,12355.2,8240.5,8311.0,12598.0,2793.0,16979.0,18411.1,170087.0,162848.0,104771.0,7239.0,4497.0,6887.0,2.0,214.0,202.0,12.0,27.5,11.0,15.0,15.0,1.0,44.0,80.39999999999782,-396.0,-64.0,488.0,-332.0,101.0,0.2146498524282281,3.433951813901981,0.24968789013732895,3.546099290780136,72.66666666666667,38.5,175.5,17.990654205607477
2026-04-01,158798.0,135467.0,23331.0,4.3,8.2,61.8,59.1,37.41,32.23,34.3,12360.1,8229.5,8314.0,12597.0,2787.0,16972.0,18446.5,169995.0,162622.0,104959.0,7373.0,4942.0,7585.0,1.9,148.0,150.0,-2.0,4.899999999999636,-11.0,3.0,-1.0,-6.0,-7.0,35.400000000001455,-92.0,-226.0,188.0,134.0,445.0,0.16064257028112205,3.5714285714285587,0.3424657534246478,3.666773882277252,68.66666666666667,-6.100000000000364,154.10000000000036,-4.121621621621867
2026-05-01,158861.0,135528.0,23333.0,4.3,8.1,61.8,59.2,37.49,32.31,34.3,12385.0,8203.4,8316.0,12595.0,2782.0,17014.0,18476.2,170078.0,162771.0,104976.0,7307.0,4805.0,7537.0,2.0,63.0,61.0,2.0,24.899999999999636,-26.100000000000364,2.0,-2.0,-5.0,42.0,29.700000000000728,83.0,149.0,17.0,-66.0,-137.0,0.21384656508955935,3.335170893054018,0.24821594787467482,3.5576923076923173,141.66666666666666,-1.2000000000007276,64.20000000000073,-1.9047619047630595
2026-06-01,158892.0,135554.0,23338.0,4.2,7.9,61.5,59.0,37.59,32.38,34.3,12378.0,8209.4,8319.0,12608.0,2763.0,16960.0,18494.6,169358.0,162264.0,105808.0,7094.0,4681.0,7182.0,2.0,31.0,26.0,5.0,-7.0,6.0,3.0,13.0,-19.0,-54.0,18.399999999997817,-720.0,-507.0,832.0,-213.0,-124.0,0.26673779674579734,3.3828382838283932,0.21665119158156276,3.417438518045368,80.66666666666667,-1.0,32.0,-3.225806451612903
2026-07-01,158913.0,135625.0,23288.0,4.1,7.9,61.4,58.9,37.65,32.42,34.3,12367.6,8151.9,8337.0,12622.0,2768.0,16939.0,18507.8,169094.0,162177.0,106189.0,6916.0,4804.0,7271.0,1.9,21.0,71.0,-50.0,-10.399999999999636,-57.5,18.0,14.0,5.0,-21.0,13.200000000000728,-264.0,-87.0,381.0,-178.0,123.0,0.15961691939343492,3.2355360570331726,0.12353304508956331,3.281299776999047,38.333333333333336,-67.89999999999964,88.89999999999964,-323.3333333333316
2026-08-01,159075.0,135752.0,23323.0,4.1,7.7,61.6,59.1,37.75,32.53,34.4,12426.8,8193.8,8359.0,12638.0,2745.0,17001.0,18520.7,169777.0,162746.0,105638.0,7031.0,4390.0,,,162.0,127.0,35.0,59.19999999999891,41.899999999999636,22.0,16.0,-23.0,62.0,12.900000000001455,683.0,569.0,-551.0,115.0,-414.0,0.26560424966799445,3.085745494265435,0.33929673041332986,3.3026357573832987,71.33333333333333,101.09999999999854,60.900000000001455,62.40740740740651
