date,cpi_headline,cpi_core,cpi_headline_unadjusted,cpi_core_unadjusted,cpi_energy,cpi_food,cpi_shelter,cpi_core_goods,pce_headline,pce_core,cpi_headline_mom,cpi_headline_yoy,cpi_headline_ann3,cpi_core_mom,cpi_core_yoy,cpi_core_ann3,cpi_headline_unadjusted_mom,cpi_headline_unadjusted_yoy,cpi_headline_unadjusted_ann3,cpi_core_unadjusted_mom,cpi_core_unadjusted_yoy,cpi_core_unadjusted_ann3,cpi_energy_mom,cpi_energy_yoy,cpi_energy_ann3,cpi_food_mom,cpi_food_yoy,cpi_food_ann3,cpi_shelter_mom,cpi_shelter_yoy,cpi_shelter_ann3,cpi_core_goods_mom,cpi_core_goods_yoy,cpi_core_goods_ann3,pce_headline_mom,pce_headline_yoy,pce_headline_ann3,pce_core_mom,pce_core_yoy,pce_core_ann3,cpi_headline_release_yoy,cpi_core_release_yoy,contrib_energy_mom_pp,contrib_food_mom_pp,contrib_core_goods_mom_pp,contrib_shelter_mom_pp,contrib_other_services_mom_pp
2019-11-01,257.879,265.548,257.208,265.108,217.488,259.624,321.611,144.257,104.024,104.092,0.281542260504386,,2.910520563122132,0.2181379024040364,,2.5571603660805575,-0.053624303466914824,,1.0172738742104892,0.018486450186561143,,1.4294159390984218,1.0312726461898736,,6.986394070849955,0.20687951584017483,,2.4686044382364214,0.2334336880029264,,2.836456745636884,0.022187554168850987,,0.08877975829830742,0.10296679080419313,,1.3728844483368974,0.06152189795054497,,1.1416900588430146,,,0.06703272200234178,0.029583770765144998,0.004104697521237433,0.08496986243306522,0.09585120778259659
2019-12-01,258.63,266.02,256.974,264.935,221.18,260.052,322.247,144.38,104.307,104.322,0.29122185210892493,,3.4761519298788013,0.17774564297226014,,2.492054347720485,-0.09097695250538385,,0.3353653811399848,-0.06525642379709984,,0.6259868543609493,1.6975649231222079,,16.236538686407243,0.16485378855575217,,2.3044816614574692,0.1977544300412637,,2.2799070038153513,0.08526449323082996,,0.5699674525217135,0.2720526032454096,,2.231813940261884,0.22095838296891657,,1.740277686593883,,,0.11034172000294351,0.023574091763472558,0.015773931247703543,0.07198261253501999,0.06954949655978532
2020-01-01,259.127,266.716,257.971,266.004,220.147,260.858,323.487,144.308,104.49,104.507,0.19216641534238743,2.599767976845202,3.102875216144496,0.2616344635741674,2.2817391837892886,2.6619370370557505,0.3879769937814803,2.4865719552504606,0.9749994727498157,0.4034951969350997,2.261246645804671,1.433742307769248,-0.46704041956777687,7.735636683958114,9.378807129608457,0.30993801239751484,1.777590498708559,2.76079292817486,0.38479799656785385,3.3511396238953717,3.312812463820336,-0.04986840282588112,-0.3315191866729461,0.2303946637782328,0.17544364232504606,1.7944821136310463,2.223916173360241,0.17733555721708427,1.5913288616700605,1.8545719297980545,2.4865719552504606,2.261246645804671,-0.030357627271905496,0.04432113577284462,-0.009225654522788007,0.1400664707506988,0.04736209061353752
2020-02-01,259.25,267.37,258.678,267.268,214.294,261.567,324.483,144.717,104.573,104.711,0.04746707213065804,2.3413166797595197,2.143597695430355,0.2452046371421268,2.3676613601035346,2.772888981975563,0.2740618131495287,2.3348735639459495,2.305760538958479,0.47518082434849784,2.3568249883192838,3.299096185765027,-2.658678065111031,2.9546852179260563,-5.746204560446366,0.27179538292865235,1.7778348469637884,3.0273331503563705,0.30789490767788585,3.314845003693412,3.620150013911161,0.2834215705297183,-0.022107233901436096,1.2816152309465867,0.07943343860656871,1.689097203314005,2.127822189208617,0.19520223525695268,1.6976972310441596,2.3999669458061534,2.3348735639459495,2.3568249883192838,-0.172814074232217,0.038866739758797286,0.05243299054799788,0.11207374639475044,0.016907669661329436
2020-03-01,258.076,267.054,258.115,267.312,201.681,262.239,324.54,144.488,104.271,104.632,-0.4528447444551498,1.4940399642909163,-0.8540733741588147,-0.11818827841568735,2.097741687598198,1.5638587458973507,-0.21764510317846542,1.5393269919198094,1.787919113408365,0.016462876214151656,2.0913854473792792,3.6373925368007987,-5.885839080888877,-6.166078889333459,-30.868412597215833,0.2569131427129445,1.8902453239254768,3.406616425168596,0.017566405636038063,3.0118933125113267,2.8767878288964877,-0.1582398750665237,-0.16927722081350183,0.29954631018374034,-0.2887934744149945,1.1662090444265472,-0.13798255916109836,-0.0754457506852102,1.5272953094374042,1.1939361549530902,1.5393269919198094,2.0913854473792792,-0.382579540257777,0.03673857940795106,-0.029274376887306885,0.006394171651517855,-0.08412357836953477
2020-04-01,256.032,265.746,256.389,266.089,182.586,265.777,324.391,143.211,103.838,104.293,-0.7920147553434065,0.3130472940411133,-4.692664861410889,-0.48978858208451603,1.4309324152566472,-1.4468141911167853,-0.6686941866997254,0.3290966863368272,-2.4305166809340695,-0.4575178069072927,1.4321546742296132,0.12787890490135734,-9.467922114626559,-17.90936066900457,-52.68282461931941,1.349150965340784,3.4079325183450138,7.758847756564435,-0.0459111357613895,2.5995344306263712,1.1225136985683726,-0.8838104202425034,-0.8027983653113524,-3.0062214613756244,-0.415264071505983,0.4624613003096023,-2.472668355154395,-0.3239926599892917,0.9954970222243897,-0.8165714528069801,0.3290966863368272,1.4321546742296132,-0.6154149374507263,0.1929285880437321,-0.16350492774486314,-0.016711653417145776,-0.18931182477440345
2020-05-01,255.802,265.412,256.394,265.799,180.04,267.464,324.973,142.711,103.942,104.402,-0.08983252093487382,0.1982013035848551,-5.214766871657483,-0.12568392374673332,1.2184564692601985,-2.8972534222683755,0.0019501616683959,0.11792637021070806,-3.4853026028275225,-0.10898609111990032,1.2220571994363771,-2.1804826579723935,-1.394411400655049,-18.357722323748547,-50.17630052655233,0.6347426602000938,3.8602377263389887,9.327529886553986,0.17941311565363716,2.505441125445551,0.6054074170697588,-0.34913519212909083,-0.9955184327001598,-5.430391005256052,0.10015601224984128,0.49016290423937736,-2.391866734240855,0.10451324633484749,0.9973783749794407,-1.1751770489774827,0.11792637021070806,1.2220571994363771,-0.09063674104257818,0.09076820040861341,-0.0645900105438818,0.06530637409792392,-0.09068034385495116
2020-06-01,257.042,265.849,257.797,266.302,188.734,268.849,325.425,142.586,104.27,104.565,0.4847499237691677,0.7166562831830481,-1.5930228135305535,0.16464967672902286,1.1836841884912408,-1.7926991719821372,0.5472046927775365,0.6457330475554857,-0.4918936353780268,0.18924074206450037,1.1874137937585738,-1.5027985203879934,4.8289269051321915,-12.186520011538848,-23.309665275094325,0.5178266981724633,4.340924615002484,10.470057793975517,0.13908847811971992,2.3513204947963384,1.0952444614877432,-0.08758960416506145,-1.1007608914290423,-5.162428434811838,0.3155606011044698,0.7595377063120967,-0.0038361025194277865,0.15612727725522468,0.9704519119350996,-0.2558898744194571,0.6457330475554857,1.1874137937585738,0.31388024883359245,0.07404921783866225,-0.01620407677053637,0.05062820603557805,0.06239632783187132
2020-07-01,258.352,267.389,259.101,267.703,191.966,267.824,326.249,143.375,104.578,104.937,0.5096443382793581,0.9968647625897997,3.6741102382047197,0.5792762056656242,1.560695837131587,2.4960675325931048,0.5058243501669724,0.9860818253037085,4.298677759531944,0.5260944341386686,1.5696258242717143,2.4484204698513867,1.7124630432248544,-11.412301103850552,22.187664738933922,-0.3812549051698033,3.873780232395796,3.1165533297358383,0.25320734424214564,2.3439583156877886,2.310821222146031,0.5533502587911743,-0.5762589628725445,0.4588528125210045,0.29538697611970477,0.9225840072571545,2.8812113025154407,0.3557595753837406,1.2143366963097257,2.492936467120943,0.9860818253037085,1.5696258242717143,0.11131009780961554,-0.05451945143928187,0.10236979787636724,0.092167473304141,0.2583164207285162
2020-08-01,259.316,268.422,259.918,268.756,193.307,268.271,326.782,144.691,104.87,105.243,0.3731343283582156,1.2810698495523853,5.609141632955494,0.38632853258735445,1.7223933878284248,4.614097638682635,0.31532105240814623,1.3096453823307153,5.61217701489598,0.39334635771732795,1.7363884483039271,4.524790078719887,0.698561203546455,-9.604997965835393,32.89673353957401,0.16690065117390684,3.962471807352186,1.2123645908007186,0.16337214826711577,2.320819112627981,2.2453079452454228,0.9178727114210972,0.32310625758364964,5.6662452444608435,0.2792174262273184,1.157519050834388,3.619333821366344,0.29160353354868995,1.3931038469319867,3.2613036938810014,1.3096453823307153,1.7363884483039271,0.045406478230519576,0.023866793117868677,0.16980645161290298,0.05946746196923014,0.07458714342769424
2020-09-01,259.997,268.933,260.28,269.054,196.705,268.354,327.043,145.698,105.057,105.41,0.2626139536318739,1.3910228912373812,4.678377012614265,0.19037187711885561,1.7190644053436621,4.721598298943475,0.13927469432666317,1.3713248610564666,3.908662748478031,0.11088124544196276,1.7132790467333514,4.198171930738348,1.7578256348709687,-7.656737788418644,17.994297692820748,0.030938864059093518,3.7818814657256006,-0.7344414142538058,0.07986976026832515,2.0618781909648165,2.0036653528135995,0.6959658859224227,1.0563551239812785,9.02016065919289,0.17831601029845157,1.27635371578958,3.0534381632055574,0.15868038729416334,1.4796915464076354,3.2718331565959824,1.3713248610564666,1.7132790467333514,0.11425866626661296,0.004424257560450373,0.1287536888956482,0.029072592737670353,-0.013895251828507982
2020-10-01,260.319,269.306,260.388,269.328,196.113,269.007,327.421,146.112,105.151,105.507,0.1238475828567287,1.2303863428671624,3.080414773779294,0.1386962552011095,1.6364116692455521,2.898719270704264,0.04149377593360981,1.1820661677274913,2.001722763903957,0.10183829268473055,1.6105848131925171,2.4502616430796875,-0.30095828779136413,-8.89821060259769,8.925176108183175,0.2433352959151147,3.828428950781193,1.7785728161126002,0.11558113153316008,2.0441809874650163,1.444700809866939,0.28414940493348695,1.308372334893404,7.857368022706335,0.08947523725215678,1.1874861668446979,2.2097441797888973,0.09202162982639983,1.4217326104510208,2.1904992735241047,1.1820661677274913,1.6105848131925171,-0.01956228870643867,0.0347969473158614,0.052567639912695086,0.042071531878070265,0.013973752456540617
2020-11-01,260.911,269.981,260.229,269.473,197.017,269.066,327.801,146.388,105.258,105.605,0.2274132890799363,1.1757452138405844,2.483111287293238,0.25064424854999157,1.6693780408814973,2.343525818306813,-0.061062721784410634,1.1745357842679605,0.4794721830715609,0.0538376997564427,1.646498785400663,1.0714170124304534,0.4609587329753806,-9.412473331861992,7.900754941513499,0.02193251476725333,3.6367978307090043,1.1906480636007855,0.11605853014926559,1.9246854118795786,1.253161089135868,0.18889618922470763,1.4772246754056972,4.774557827829629,0.10175842360033993,1.186264708144269,1.488161001878896,0.09288483228599986,1.453521884486797,1.3829785212027046,1.1745357842679605,1.646498785400663,0.02996231764339974,0.003136349611717226,0.03494579500657091,0.042245304974332674,0.11712352184391575
