date,retail_sales,housing_starts,retail_sales_mom,retail_sales_yoy,housing_starts_mom
2025-04-01,722442.0,1400.0,-0.12400824509669617,5.066884622208767,4.011887072808329
2025-05-01,714513.0,1289.0,-1.097527552384825,3.1379641845681316,-7.928571428571429
2025-06-01,719484.0,1379.0,0.6957186223343736,3.9042586529838275,6.982156710628384
2025-07-01,727176.0,1432.0,1.0690995213236132,4.055463736075038,3.8433647570703444
2025-08-01,731700.0,1291.0,0.6221327436549018,4.972605550048126,-9.846368715083798
2025-09-01,732192.0,1319.0,0.06724067240673204,4.14434148110745,2.168861347792417
2025-10-01,731051.0,1273.0,-0.15583344259428866,3.2135142385181226,-3.487490523123582
2025-11-01,734718.0,1319.0,0.5016065910586232,3.212039564348257,3.6135113904163463
2025-12-01,734717.0,1378.0,-0.00013610664227892144,2.4331314088934963,4.473085670962851
2026-01-01,734503.0,1385.0,-0.02912686109073359,3.267862666254251,0.5079825834542806
2026-02-01,741278.0,1346.0,0.922392420453022,4.174261321715922,-2.8158844765342916
2026-03-01,754013.0,1522.0,1.7179789498676712,4.240611939906458,13.075780089153044
2026-04-01,759097.0,1414.0,0.6742589318751824,5.073763706982715,-7.0959264126149835
2026-05-01,766192.0,1182.0,0.9346631589902232,7.232758536233774,-16.407355021216407
2026-06-01,768072.0,1415.0,0.2453693069100149,6.7531731073936285,19.71235194585448
2026-07-01,763602.0,1239.0,-0.5819766896853373,5.009241229083461,-12.438162544169607
