date,ADPMINDEDHLTNERSA,ADPMNUSNERSA,CES0500000003,CES6561000001,CES6562000001,CES6562000101,CES6562400001,CIVPART,PAYEMS,UNRATE,USEHS,USPRIV
2002-11-01,,,,2664.7,13920.7,11670.6,2250.1,66.4,130616.0,5.9,16585.0,109035.0
2002-12-01,,,,2662.0,13943.0,11682.7,2260.3,66.3,130465.0,6.0,16605.0,108877.0
2003-01-01,,,,2665.6,13984.4,11705.0,2279.4,66.4,130573.0,5.8,16650.0,108947.0
2003-02-01,,,,2671.1,14023.7,11732.3,2291.4,66.4,130441.0,5.9,16695.0,108817.0
2003-03-01,,,,2668.4,14053.8,11752.9,2300.9,66.3,130235.0,5.9,16722.0,108625.0
2003-04-01,,,,2687.5,14093.9,11781.4,2312.5,66.4,130173.0,6.0,16781.0,108578.0
2003-05-01,,,,2702.0,14119.8,11805.8,2314.0,66.4,130197.0,6.1,16822.0,108630.0
2003-06-01,,,,2686.5,14143.1,11825.3,2317.8,66.5,130186.0,6.3,16830.0,108580.0
2003-07-01,,,,2692.0,14147.9,11817.8,2330.1,66.2,130184.0,6.2,16840.0,108551.0
2003-08-01,,,,2685.8,14165.6,11834.8,2330.8,66.1,130153.0,6.1,16851.0,108597.0
2003-09-01,,,,2695.5,14189.5,11849.9,2339.6,66.1,130252.0,6.1,16885.0,108748.0
2003-10-01,,,,2719.7,14225.3,11877.8,2347.5,66.1,130439.0,6.0,16945.0,108881.0
2003-11-01,,,,2731.2,14244.5,11889.8,2354.7,66.1,130480.0,5.8,16976.0,108945.0
2003-12-01,,,,2738.1,14276.9,11919.3,2357.6,65.9,130589.0,5.7,17015.0,109043.0
2004-01-01,,,,2743.3,14296.1,11932.2,2363.9,66.1,130756.0,5.7,17039.0,109218.0
2004-02-01,,,,2744.0,14319.4,11944.3,2375.1,66.0,130821.0,5.6,17063.0,109271.0
2004-03-01,,,,2752.8,14362.0,11979.4,2382.6,66.0,131140.0,5.8,17115.0,109552.0
2004-04-01,,,,2752.2,14400.8,12012.0,2388.8,65.9,131412.0,5.6,17153.0,109798.0
2004-05-01,,,,2754.2,14434.2,12036.6,2397.6,66.0,131697.0,5.6,17188.0,110083.0
2004-06-01,,,,2744.8,14457.2,12050.8,2406.4,66.1,131794.0,5.6,17202.0,110193.0
2004-07-01,,,,2755.7,14481.0,12065.9,2415.1,66.1,131854.0,5.5,17237.0,110248.0
2004-08-01,,,,2759.0,14515.4,12087.2,2428.2,66.0,131939.0,5.4,17274.0,110313.0
2004-09-01,,,,2737.5,14529.1,12099.0,2430.1,65.8,132089.0,5.4,17267.0,110454.0
2004-10-01,,,,2788.4,14572.8,12131.2,2441.6,65.9,132429.0,5.5,17361.0,110773.0
2004-11-01,,,,2788.3,14598.7,12150.2,2448.5,66.0,132503.0,5.4,17387.0,110811.0
2004-12-01,,,,2803.3,14631.6,12171.2,2460.4,65.9,132630.0,5.4,17435.0,110937.0
2005-01-01,,,,2824.0,14646.9,12181.8,2465.1,65.8,132781.0,5.3,17471.0,111046.0
2005-02-01,,,,2803.6,14675.7,12204.5,2471.2,65.9,133034.0,5.4,17479.0,111290.0
2005-03-01,,,,2808.8,14697.0,12218.6,2478.4,65.9,133154.0,5.2,17506.0,111414.0
2005-04-01,,,,2812.4,14733.9,12244.3,2489.6,66.1,133520.0,5.2,17546.0,111766.0
2005-05-01,,,,2824.8,14782.2,12275.3,2506.9,66.1,133689.0,5.1,17607.0,111908.0
2005-06-01,,,,2838.0,14831.2,12307.7,2523.5,66.1,133948.0,5.0,17669.0,112185.0
2005-07-01,,,,2836.6,14882.1,12341.1,2541.0,66.1,134300.0,5.0,17719.0,112443.0
2005-08-01,,,,2849.3,14909.3,12364.6,2544.7,66.2,134502.0,4.9,17759.0,112639.0
2005-09-01,,,,2855.1,14937.4,12381.8,2555.6,66.1,134552.0,5.0,17793.0,112707.0
2005-10-01,,,,2847.3,14963.9,12394.2,2569.7,66.1,134641.0,5.0,17811.0,112812.0
2005-11-01,,,,2858.4,15002.1,12422.9,2579.2,66.0,134997.0,5.0,17861.0,113138.0
2005-12-01,,,,2866.2,15026.4,12436.4,2590.0,66.0,135159.0,4.9,17893.0,113280.0
2006-01-01,,,,2876.7,15068.9,12467.6,2601.3,66.0,135427.0,4.7,17946.0,113580.0
2006-02-01,,,,2895.3,15101.0,12487.2,2613.8,66.1,135733.0,4.8,17996.0,113855.0
2006-03-01,,,20.04,2899.4,15142.7,12519.9,2622.8,66.2,136038.0,4.7,18042.0,114135.0
2006-04-01,,,20.17,2905.7,15162.7,12534.3,2628.4,66.1,136210.0,4.7,18068.0,114291.0
2006-05-01,,,20.13,2905.2,15195.1,12559.6,2635.5,66.1,136249.0,4.6,18100.0,114323.0
2006-06-01,,,20.22,2875.2,15233.6,12584.4,2649.2,66.2,136337.0,4.6,18109.0,114415.0
2006-07-01,,,20.29,2870.9,15262.1,12611.3,2650.8,66.1,136529.0,4.7,18133.0,114556.0
2006-08-01,,,20.32,2893.2,15292.5,12633.5,2659.0,66.2,136692.0,4.7,18186.0,114681.0
2006-09-01,,,20.4,2922.9,15327.7,12659.3,2668.4,66.1,136826.0,4.5,18251.0,114744.0
2006-10-01,,,20.42,2915.3,15371.4,12688.5,2682.9,66.2,136843.0,4.4,18287.0,114775.0
2006-11-01,,,20.49,2922.2,15411.2,12715.6,2695.6,66.3,137060.0,4.5,18333.0,114977.0
2006-12-01,,,20.58,2916.1,15460.6,12756.9,2703.7,66.4,137249.0,4.4,18377.0,115161.0
2007-01-01,,,20.59,2914.7,15498.5,12777.7,2720.8,66.4,137472.0,4.6,18413.0,115377.0
2007-02-01,,,20.68,2915.3,15536.2,12805.3,2730.9,66.3,137560.0,4.5,18452.0,115429.0
2007-03-01,,,20.72,2928.4,15579.6,12833.4,2746.2,66.2,137784.0,4.4,18508.0,115635.0
2007-04-01,,,20.79,2931.1,15632.2,12869.3,2762.9,65.9,137847.0,4.5,18563.0,115672.0
2007-05-01,,,20.84,2932.9,15675.6,12897.2,2778.4,66.0,137992.0,4.4,18609.0,115799.0
2007-06-01,,,20.95,2930.1,15729.5,12937.4,2792.1,66.0,138070.0,4.6,18660.0,115863.0
2007-07-01,,,20.94,2928.9,15766.0,12963.5,2802.5,66.0,138044.0,4.7,18695.0,115873.0
2007-08-01,,,21.0,2942.7,15808.3,12998.6,2809.7,65.8,138013.0,4.6,18751.0,115787.0
2007-09-01,,,21.04,2955.8,15850.1,13032.5,2817.6,66.0,138099.0,4.7,18806.0,115820.0
2007-10-01,,,21.06,2970.6,15878.0,13059.2,2818.8,65.8,138175.0,4.7,18849.0,115878.0
2007-11-01,,,21.12,2967.8,15907.6,13075.2,2832.4,66.0,138290.0,4.7,18875.0,115956.0
2007-12-01,,,21.16,2976.8,15947.4,13103.2,2844.2,66.0,138395.0,5.0,18924.0,116019.0
2008-01-01,,,21.19,2986.0,15990.0,13137.0,2853.0,66.2,138391.0,5.0,18976.0,116003.0
2008-02-01,,,21.27,2994.9,16023.7,13165.1,2858.6,66.0,138329.0,4.9,19019.0,115912.0
2008-03-01,,,21.36,3004.1,16064.5,13195.4,2869.1,66.1,138259.0,5.1,19069.0,115816.0
2008-04-01,,,21.38,3019.0,16109.5,13231.4,2878.1,65.9,138040.0,5.0,19129.0,115590.0
2008-05-01,,,21.47,3021.6,16144.2,13259.3,2884.9,66.1,137851.0,5.4,19166.0,115368.0
2008-06-01,,,21.52,3055.7,16176.7,13284.3,2892.4,66.1,137700.0,5.6,19232.0,115183.0
2008-07-01,,,21.6,3070.2,16212.8,13316.0,2896.8,66.1,137497.0,5.8,19283.0,114929.0
2008-08-01,,,21.7,3093.5,16245.7,13336.2,2909.5,66.1,137211.0,6.1,19339.0,114644.0
2008-09-01,,,21.73,3069.6,16273.2,13349.4,2923.8,66.0,136760.0,6.1,19343.0,114223.0
2008-10-01,,,21.76,3056.0,16302.1,13369.1,2933.0,66.0,136291.0,6.5,19358.0,113742.0
2008-11-01,,,21.86,3060.7,16336.0,13398.3,2937.7,65.9,135541.0,6.8,19397.0,112981.0
2008-12-01,,,21.95,3068.5,16369.7,13420.9,2948.8,65.8,134847.0,7.3,19438.0,112291.0
2009-01-01,,,21.96,3101.3,16393.1,13437.9,2955.2,65.7,134079.0,7.8,19494.0,111500.0
2009-02-01,,,21.98,3088.8,16419.5,13459.8,2959.7,65.8,133318.0,8.3,19508.0,110742.0
2009-03-01,,,22.05,3082.8,16430.7,13464.9,2965.8,65.6,132494.0,8.7,19514.0,109934.0
2009-04-01,,,22.1,3072.5,16446.7,13477.0,2969.7,65.7,131822.0,9.0,19519.0,109145.0
2009-05-01,,,22.12,3082.6,16498.5,13507.8,2990.7,65.7,131466.0,9.4,19581.0,108849.0
2009-06-01,,,22.14,3099.0,16520.3,13533.6,2986.7,65.7,131008.0,9.5,19619.0,108432.0
2009-07-01,,,22.18,3086.7,16544.8,13553.2,2991.6,65.5,130662.0,9.5,19632.0,108141.0
2009-08-01,,,22.23,3093.4,16582.4,13572.2,3010.2,65.4,130472.0,9.6,19676.0,107935.0
2009-09-01,,,22.27,3077.3,16618.1,13592.0,3026.1,65.1,130246.0,9.8,19695.0,107795.0
2009-10-01,,,22.31,3087.9,16642.8,13614.8,3028.0,65.0,130061.0,10.0,19731.0,107537.0
2009-11-01,,,22.34,3095.7,16671.8,13638.2,3033.6,65.0,130057.0,9.9,19768.0,107524.0
2009-12-01,,,22.37,3107.4,16694.5,13656.9,3037.6,64.6,129808.0,9.9,19802.0,107326.0
2010-01-01,18594.0,104263.0,22.4,3114.3,16714.7,13677.7,3037.0,64.8,129802.0,9.8,19829.0,107311.0
2010-02-01,18591.0,104225.0,22.46,3114.7,16727.8,13689.4,3038.4,64.9,129706.0,9.8,19843.0,107230.0
2010-03-01,18606.0,104225.0,22.46,3133.0,16763.1,13719.9,3043.2,64.9,129866.0,9.9,19896.0,107348.0
2010-04-01,18637.0,104258.0,22.49,3132.8,16773.7,13733.9,3039.8,65.2,130120.0,9.9,19907.0,107551.0
2010-05-01,18664.0,104337.0,22.51,3143.6,16790.5,13747.3,3043.2,64.9,130642.0,9.6,19934.0,107646.0
2010-06-01,18684.0,104435.0,22.53,3160.0,16803.6,13764.2,3039.4,64.6,130510.0,9.4,19964.0,107770.0
2010-07-01,18697.0,104550.0,22.59,3160.0,16816.3,13782.7,3033.6,64.6,130415.0,9.4,19976.0,107846.0
2010-08-01,18708.0,104644.0,22.62,3166.5,16845.3,13805.9,3039.4,64.7,130415.0,9.5,20012.0,107995.0
2010-09-01,18739.0,104802.0,22.67,3150.5,16854.5,13812.7,3041.8,64.6,130341.0,9.5,20005.0,108094.0
2010-10-01,18777.0,104926.0,22.73,3183.8,16889.3,13840.6,3048.7,64.4,130620.0,9.4,20073.0,108323.0
2010-11-01,18814.0,105052.0,22.73,3193.7,16919.2,13866.2,3053.0,64.6,130749.0,9.8,20113.0,108462.0
2010-12-01,18859.0,105235.0,22.76,3190.8,16934.8,13889.2,3045.6,64.3,130830.0,9.3,20126.0,108564.0
2011-01-01,18894.0,105416.0,22.87,3214.2,16935.6,13901.6,3034.0,64.2,130837.0,9.1,20150.0,108579.0
2011-02-01,18931.0,105600.0,22.87,3222.2,16944.4,13920.0,3024.4,64.1,131057.0,9.0,20167.0,108842.0
2011-03-01,18962.0,105770.0,22.87,3213.6,16966.0,13946.1,3019.9,64.2,131283.0,9.0,20180.0,109091.0
2011-04-01,18995.0,105994.0,22.91,3230.2,17002.0,13978.1,3023.9,64.2,131597.0,9.1,20232.0,109413.0
2011-05-01,19013.0,106175.0,22.97,3227.5,17025.0,13989.9,3035.1,64.1,131703.0,9.0,20253.0,109574.0
2011-06-01,19026.0,106428.0,23.0,3234.5,17049.0,14014.3,3034.7,64.0,131931.0,9.1,20284.0,109767.0
2011-07-01,19050.0,106662.0,23.11,3246.8,17085.2,14044.9,3040.3,64.0,131992.0,9.0,20332.0,109943.0
2011-08-01,19094.0,106904.0,23.06,3252.9,17113.8,14068.4,3045.4,64.1,132125.0,9.0,20367.0,110108.0
2011-09-01,19143.0,107144.0,23.11,3265.9,17151.1,14101.1,3050.0,64.2,132344.0,9.0,20417.0,110361.0
2011-10-01,19168.0,107296.0,23.18,3278.1,17174.0,14113.6,3060.4,64.1,132553.0,8.8,20452.0,110555.0
2011-11-01,19192.0,107476.0,23.19,3294.2,17189.9,14119.0,3070.9,64.1,132690.0,8.6,20484.0,110719.0
2011-12-01,19241.0,107825.0,23.22,3305.1,17209.7,14123.1,3086.6,64.0,132888.0,8.5,20515.0,110934.0
2012-01-01,19289.0,108070.0,23.26,3310.1,17263.1,14166.0,3097.1,63.7,133246.0,8.3,20573.0,111300.0
2012-02-01,19344.0,108337.0,23.28,3330.2,17315.9,14197.5,3118.4,63.8,133509.0,8.3,20646.0,111562.0
2012-03-01,19378.0,108556.0,23.36,3343.8,17346.1,14221.5,3124.6,63.8,133748.0,8.2,20690.0,111805.0
2012-04-01,19414.0,108754.0,23.39,3343.9,17362.8,14235.8,3127.0,63.7,133825.0,8.2,20707.0,111894.0
2012-05-01,19459.0,108917.0,23.41,3350.8,17393.3,14263.1,3130.2,63.7,133932.0,8.2,20744.0,112021.0
2012-06-01,19535.0,109073.0,23.46,3343.1,17400.6,14268.5,3132.1,63.8,134013.0,8.2,20744.0,112083.0
2012-07-01,19599.0,109183.0,23.49,3350.4,17428.5,14287.2,3141.3,63.7,134157.0,8.2,20779.0,112244.0
2012-08-01,19668.0,109315.0,23.48,3353.4,17452.6,14296.7,3155.9,63.5,134339.0,8.1,20806.0,112423.0
2012-09-01,19726.0,109445.0,23.57,3354.9,17489.7,14327.5,3162.2,63.6,134517.0,7.8,20845.0,112592.0
2012-10-01,19793.0,109643.0,23.56,3342.8,17532.1,14350.3,3181.8,63.8,134669.0,7.8,20875.0,112766.0
2012-11-01,19882.0,109970.0,23.63,3333.8,17546.2,14358.4,3187.8,63.6,134825.0,7.7,20880.0,112942.0
2012-12-01,19946.0,110224.0,23.72,3336.8,17596.0,14395.9,3200.1,63.7,135074.0,7.9,20933.0,113187.0
2013-01-01,20010.0,110428.0,23.74,3331.1,17616.8,14413.2,3203.6,63.7,135257.0,8.0,20948.0,113388.0
2013-02-01,20091.0,110624.0,23.78,3317.4,17641.6,14429.7,3211.9,63.4,135546.0,7.7,20959.0,113665.0
2013-03-01,20145.0,110753.0,23.8,3339.4,17667.4,14446.0,3221.4,63.3,135689.0,7.5,21007.0,113819.0
2013-04-01,20184.0,110913.0,23.87,3345.8,17711.3,14473.5,3237.8,63.4,135873.0,7.6,21057.0,114004.0
2013-05-01,20209.0,111107.0,23.89,3361.5,17714.0,14474.7,3239.3,63.4,136096.0,7.5,21076.0,114232.0
2013-06-01,20217.0,111281.0,23.96,3351.8,17729.8,14486.7,3243.1,63.4,136279.0,7.5,21082.0,114439.0
2013-07-01,20227.0,111462.0,23.98,3363.3,17710.1,14485.6,3224.5,63.3,136391.0,7.3,21073.0,114576.0
2013-08-01,20241.0,111698.0,24.02,3378.2,17768.6,14523.6,3245.0,63.3,136646.0,7.2,21147.0,114815.0
2013-09-01,20254.0,111850.0,24.06,3354.5,17778.9,14517.4,3261.5,63.2,136821.0,7.2,21133.0,114986.0
2013-10-01,20271.0,112024.0,24.09,3369.8,17788.4,14529.6,3258.8,62.8,137041.0,7.2,21158.0,115211.0
2013-11-01,20308.0,112255.0,24.16,3379.6,17820.7,14552.8,3267.9,63.0,137317.0,6.9,21200.0,115474.0
2013-12-01,20360.0,112534.0,24.18,3375.4,17823.9,14556.5,3267.4,62.9,137372.0,6.7,21199.0,115552.0
2014-01-01,20417.0,112784.0,24.22,3395.5,17840.1,14559.8,3280.3,62.9,137561.0,6.6,21236.0,115747.0
2014-02-01,20444.0,112897.0,24.33,3390.5,17861.0,14568.9,3292.1,62.9,137712.0,6.7,21252.0,115887.0
2014-03-01,20472.0,113005.0,24.31,3395.7,17896.2,14592.6,3303.6,63.1,137985.0,6.7,21292.0,116152.0
2014-04-01,20492.0,113154.0,24.34,3407.1,17915.5,14608.2,3307.3,62.8,138298.0,6.2,21323.0,116445.0
2014-05-01,20508.0,113369.0,24.4,3408.2,17966.5,14643.2,3323.3,62.9,138513.0,6.3,21375.0,116681.0
2014-06-01,20529.0,113610.0,24.46,3432.0,17991.9,14655.6,3336.3,62.8,138849.0,6.1,21424.0,116954.0
2014-07-01,20557.0,113881.0,24.48,3421.2,18028.9,14668.8,3360.1,62.9,139072.0,6.2,21450.0,117171.0
2014-08-01,20604.0,114188.0,24.54,3426.8,18074.4,14706.5,3367.9,62.9,139269.0,6.1,21501.0,117414.0
2014-09-01,20639.0,114391.0,24.56,3435.9,18104.6,14727.8,3376.8,62.8,139563.0,5.9,21541.0,117666.0
2014-10-01,20685.0,114641.0,24.59,3431.2,18137.9,14752.7,3385.2,62.9,139798.0,5.7,21569.0,117881.0
2014-11-01,20725.0,114817.0,24.66,3430.6,18195.3,14794.3,3401.0,62.9,140089.0,5.8,21626.0,118157.0
2014-12-01,20778.0,115000.0,24.63,3435.7,18242.6,14828.0,3414.6,62.8,140364.0,5.6,21678.0,118417.0
2015-01-01,20854.0,115272.0,24.74,3440.9,18305.0,14872.1,3432.9,62.9,140568.0,5.7,21746.0,118608.0
2015-02-01,20895.0,115525.0,24.79,3449.7,18337.4,14892.7,3444.7,62.7,140827.0,5.5,21787.0,118849.0
2015-03-01,20925.0,115731.0,24.85,3454.3,18375.1,14914.9,3460.2,62.6,140923.0,5.4,21829.0,118953.0
2015-04-01,20961.0,115931.0,24.89,3451.1,18451.2,14954.6,3496.6,62.8,141196.0,5.4,21902.0,119191.0
2015-05-01,21002.0,116100.0,24.97,3453.1,18502.5,14997.2,3505.3,62.9,141538.0,5.6,21956.0,119526.0
2015-06-01,21049.0,116311.0,24.97,3465.2,18545.8,15029.9,3515.9,62.7,141709.0,5.3,22011.0,119694.0
2015-07-01,21113.0,116604.0,25.01,3471.0,18580.7,15060.6,3520.1,62.6,141991.0,5.2,22052.0,119941.0
2015-08-01,21173.0,116812.0,25.1,3468.8,18619.6,15095.2,3524.4,62.6,142125.0,5.1,22088.0,120065.0
2015-09-01,21245.0,117005.0,25.11,3473.2,18666.7,15122.1,3544.6,62.4,142275.0,5.0,22140.0,120235.0
2015-10-01,21336.0,117242.0,25.2,3490.3,18721.8,15158.9,3562.9,62.5,142579.0,5.0,22212.0,120523.0
2015-11-01,21391.0,117446.0,25.25,3500.6,18759.4,15185.8,3573.6,62.5,142808.0,5.1,22260.0,120727.0
2015-12-01,21419.0,117609.0,25.25,3522.3,18795.6,15207.2,3588.4,62.7,143077.0,5.0,22318.0,120980.0
2016-01-01,21436.0,117745.0,25.37,3509.9,18838.1,15245.0,3593.1,62.7,143210.0,4.8,22348.0,121096.0
2016-02-01,21453.0,117868.0,25.38,3520.7,18880.2,15270.9,3609.3,62.8,143406.0,4.9,22401.0,121268.0
2016-03-01,21487.0,118045.0,25.45,3535.4,18911.9,15296.6,3615.3,63.0,143662.0,5.0,22447.0,121484.0
2016-04-01,21535.0,118253.0,25.53,3551.7,18951.0,15334.0,3617.0,62.9,143854.0,5.1,22503.0,121670.0
2016-05-01,21567.0,118374.0,25.58,3566.1,18997.7,15372.1,3625.6,62.7,143900.0,4.8,22564.0,121701.0
2016-06-01,21595.0,118511.0,25.62,3569.3,19046.1,15403.2,3642.9,62.7,144147.0,4.9,22615.0,121967.0
2016-07-01,21611.0,118640.0,25.69,3568.8,19100.3,15443.2,3657.1,62.8,144520.0,4.8,22669.0,122231.0
2016-08-01,21625.0,118790.0,25.71,3569.5,19145.2,15462.7,3682.5,62.9,144661.0,4.9,22715.0,122377.0
2016-09-01,21653.0,119003.0,25.77,3589.2,19189.9,15496.7,3693.2,62.9,144967.0,5.0,22779.0,122644.0
2016-10-01,21696.0,119207.0,25.9,3607.1,19219.6,15519.5,3700.1,62.8,145065.0,4.9,22827.0,122770.0
2016-11-01,21751.0,119461.0,25.9,3610.8,19254.3,15543.2,3711.1,62.7,145183.0,4.7,22865.0,122906.0
2016-12-01,21831.0,119788.0,25.93,3617.7,19309.9,15582.7,3727.2,62.7,145408.0,4.7,22928.0,123104.0
2017-01-01,21899.0,119980.0,26.0,3610.6,19330.2,15590.3,3739.9,62.8,145628.0,4.7,22941.0,123312.0
2017-02-01,21987.0,120156.0,26.07,3646.6,19371.2,15618.9,3752.3,62.9,145846.0,4.6,23018.0,123520.0
2017-03-01,22040.0,120262.0,26.11,3656.8,19390.6,15627.2,3763.4,62.9,145970.0,4.4,23047.0,123641.0
2017-04-01,22086.0,120400.0,26.18,3661.2,19443.3,15656.6,3786.7,63.0,146175.0,4.4,23105.0,123840.0
2017-05-01,22129.0,120556.0,26.21,3669.3,19470.5,15673.2,3797.3,62.8,146380.0,4.4,23140.0,124033.0
2017-06-01,22189.0,120777.0,26.26,3643.9,19521.1,15705.3,3815.8,62.8,146583.0,4.3,23165.0,124223.0
2017-07-01,22242.0,120967.0,26.35,3662.6,19569.1,15745.2,3823.9,62.9,146772.0,4.3,23232.0,124398.0
2017-08-01,22290.0,121148.0,26.37,3679.6,19589.0,15761.9,3827.1,62.9,146919.0,4.4,23269.0,124609.0
2017-09-01,22341.0,121320.0,26.49,3691.6,19603.4,15781.3,3822.1,63.1,147008.0,4.3,23295.0,124675.0
2017-10-01,22369.0,121431.0,26.5,3689.6,19623.3,15795.8,3827.5,62.7,147149.0,4.2,23313.0,124788.0
2017-11-01,22394.0,121610.0,26.54,3698.2,19655.8,15812.5,3843.3,62.7,147372.0,4.2,23354.0,124993.0
2017-12-01,22418.0,121789.0,26.63,3700.0,19682.6,15834.3,3848.3,62.7,147523.0,4.1,23383.0,125139.0
2018-01-01,22444.0,121994.0,26.72,3705.9,19731.9,15854.8,3877.1,62.7,147660.0,4.0,23438.0,125286.0
2018-02-01,22488.0,122257.0,26.74,3708.7,19785.2,15887.1,3898.1,63.0,148054.0,4.1,23494.0,125635.0
2018-03-01,22527.0,122434.0,26.85,3707.6,19815.7,15901.3,3914.4,62.9,148280.0,4.0,23523.0,125853.0
2018-04-01,22582.0,122608.0,26.91,3706.3,19839.2,15918.6,3920.6,62.9,148420.0,4.0,23546.0,125976.0
2018-05-01,22631.0,122761.0,26.98,3707.8,19875.1,15943.4,3931.7,62.9,148742.0,3.8,23583.0,126293.0
2018-06-01,22693.0,122968.0,27.03,3723.1,19891.7,15952.2,3939.5,63.0,148960.0,4.0,23615.0,126478.0
2018-07-01,22745.0,123150.0,27.1,3727.0,19916.2,15961.5,3954.7,63.0,149020.0,3.8,23643.0,126584.0
2018-08-01,22805.0,123324.0,27.21,3739.0,19962.3,15988.0,3974.3,62.6,149277.0,3.8,23701.0,126809.0
2018-09-01,22841.0,123400.0,27.32,3718.8,19990.5,15997.8,3992.7,62.8,149358.0,3.7,23709.0,126884.0
2018-10-01,22864.0,123509.0,27.37,3716.8,20039.2,16028.5,4010.7,62.9,149527.0,3.8,23756.0,127048.0
2018-11-01,22890.0,123719.0,27.44,3703.1,20065.1,16042.2,4022.9,62.9,149617.0,3.8,23768.0,127144.0
2018-12-01,22917.0,123892.0,27.56,3719.3,20132.6,16087.1,4045.5,63.0,149809.0,3.9,23852.0,127298.0
2019-01-01,22943.0,124107.0,27.59,3737.0,20164.7,16112.4,4052.3,63.1,150060.0,4.0,23902.0,127552.0
2019-02-01,22980.0,124336.0,27.69,3722.2,20200.7,16135.8,4064.9,63.1,150067.0,3.8,23923.0,127542.0
2019-03-01,23017.0,124438.0,27.77,3724.6,20263.2,16175.8,4087.4,63.0,150295.0,3.8,23988.0,127726.0
2019-04-01,23065.0,124533.0,27.79,3733.4,20320.2,16200.7,4119.5,62.8,150591.0,3.7,24054.0,127972.0
2019-05-01,23113.0,124672.0,27.88,3737.5,20352.5,16222.7,4129.8,62.9,150618.0,3.6,24090.0,128056.0
2019-06-01,23139.0,124764.0,27.97,3742.1,20392.7,16253.0,4139.7,63.0,150838.0,3.6,24135.0,128234.0
2019-07-01,23160.0,124842.0,28.03,3752.5,20428.1,16276.8,4151.3,63.1,150937.0,3.7,24181.0,128365.0
2019-08-01,23187.0,124939.0,28.14,3755.8,20489.9,16311.9,4178.0,63.1,151169.0,3.6,24246.0,128544.0
2019-09-01,23213.0,124990.0,28.16,3755.3,20532.4,16344.2,4188.2,63.2,151365.0,3.5,24288.0,128712.0
2019-10-01,23242.0,125029.0,28.24,3749.4,20578.3,16365.4,4212.9,63.3,151460.0,3.6,24328.0,128790.0
2019-11-01,23285.0,125083.0,28.34,3751.6,20639.6,16404.5,4235.1,63.3,151667.0,3.6,24391.0,128958.0
2019-12-01,23328.0,125163.0,28.38,3752.4,20675.5,16421.6,4253.9,63.3,151794.0,3.6,24428.0,129068.0
2020-01-01,23378.0,125098.0,28.43,3785.0,20724.7,16451.9,4272.8,63.3,152031.0,3.6,24510.0,129250.0
2020-02-01,23413.0,124969.0,28.54,3801.8,20771.0,16475.0,4296.0,63.3,152293.0,3.5,24573.0,129436.0
2020-03-01,23435.0,124782.0,28.73,3700.3,20655.7,16395.7,4260.0,62.6,150895.0,4.4,24356.0,128068.0
2020-04-01,23162.0,123327.0,30.04,3257.4,18485.0,14879.6,3605.4,60.1,130426.0,14.8,21742.0,108517.0
2020-05-01,22800.0,121499.0,29.72,3285.8,18864.3,15205.9,3658.4,60.8,133040.0,13.2,22150.0,111647.0
2020-06-01,22479.0,119957.0,29.38,3382.6,19344.5,15577.8,3766.7,61.5,137671.0,11.0,22727.0,116259.0
2020-07-01,22354.0,119115.0,29.39,3397.6,19525.4,15703.3,3822.1,61.5,139255.0,10.2,22923.0,117741.0
2020-08-01,22293.0,118758.0,29.49,3470.4,19653.2,15785.8,3867.4,61.7,140821.0,8.4,23124.0,118821.0
2020-09-01,22284.0,118978.0,29.51,3422.7,19766.3,15849.3,3917.0,61.4,141770.0,7.8,23189.0,119841.0
2020-10-01,22343.0,119197.0,29.54,3424.6,19853.3,15909.5,3943.8,61.7,142460.0,6.9,23278.0,120655.0
2020-11-01,22413.0,119424.0,29.64,3427.9,19909.2,15941.6,3967.6,61.5,142733.0,6.7,23337.0,121050.0
2020-12-01,22493.0,119612.0,29.91,3367.5,19966.8,15996.5,3970.3,61.5,142548.0,6.7,23334.0,120870.0
2021-01-01,22557.0,119529.0,29.93,3458.7,19903.6,15931.2,3972.4,61.4,142863.0,6.4,23362.0,121122.0
2021-02-01,22578.0,119330.0,30.05,3470.2,19942.8,15949.1,3993.7,61.4,143380.0,6.2,23413.0,121626.0
2021-03-01,22604.0,119262.0,30.03,3512.7,20023.5,16003.2,4020.3,61.5,144232.0,6.1,23536.0,122388.0
2021-04-01,22644.0,119308.0,30.22,3517.6,20066.0,16009.8,4056.2,61.6,144587.0,6.1,23584.0,122694.0
2021-05-01,22665.0,119380.0,30.41,3540.6,20075.6,16017.8,4057.8,61.6,145065.0,5.8,23616.0,123136.0
2021-06-01,22684.0,119592.0,30.54,3572.0,20069.8,16003.2,4066.6,61.7,145820.0,5.9,23642.0,123789.0
2021-07-01,22711.0,120165.0,30.66,3606.1,20077.8,16007.9,4069.9,61.8,146762.0,5.4,23684.0,124723.0
2021-08-01,22730.0,120762.0,30.78,3631.0,20076.5,15997.9,4078.6,61.7,147314.0,5.1,23708.0,125178.0
2021-09-01,22784.0,121476.0,30.98,3620.8,20083.8,15975.9,4107.9,61.7,147771.0,4.7,23705.0,125669.0
2021-10-01,22850.0,122155.0,31.14,3680.5,20119.1,15999.3,4119.8,61.8,148572.0,4.5,23800.0,126545.0
2021-11-01,22912.0,123013.0,31.23,3695.4,20149.5,16018.5,4131.0,61.9,149230.0,4.1,23845.0,127184.0
