date,headline_cpi_yoy,headline_cpi_mom,headline_cpi,core_cpi_yoy,core_cpi_mom,core_cpi,headline_pce_yoy,headline_pce_mom,headline_pce,core_pce_yoy,core_pce_mom,core_pce
2024-08-01,2.607144490692037,0.1572221743858515,314.062,3.2850959364300047,0.25396626324700744,319.75,2.412994957427461,0.12365035236308053,123.889,2.873279917118543,0.17655051215921258,123.128
2024-09-01,2.4264830315416708,0.2133336729690294,314.732,3.2823574494668994,0.30711493354182995,320.732,2.260766436883843,0.22197289509158225,124.164,2.838627996468368,0.2745110779026616,123.466
2024-10-01,2.578844053871343,0.2856398459641696,315.631,3.298689706765301,0.3114750009353573,321.731,2.4776925356425616,0.26577752005412236,124.494,2.9865021082658982,0.29643788573372465,123.832
2024-11-01,2.719472461284833,0.28419261732848256,316.528,3.2859356193500444,0.28781808405158316,322.657,2.5878034125423,0.11486497341237634,124.637,2.980710120125618,0.10498094192132879,123.962
2024-12-01,2.870690967509981,0.3399383308901438,317.604,3.2133335461932644,0.18657583749928097,323.259,2.7280946901200087,0.2743968484478998,124.979,2.9885896245190446,0.1887675255320076,124.196
2025-01-01,2.9909783078999608,0.42726162139017365,318.961,3.282970485398584,0.4265929177532435,324.638,2.6073795303935166,0.35045887709135304,125.417,2.7801380994415092,0.3148249541047976,124.587
2025-02-01,2.8015834477613355,0.22510589068882592,319.679,3.13755688228059,0.2547452855180321,325.465,2.7104846734857135,0.4018593970514406,125.921,2.9686432938117457,0.44787979484215423,125.145
2025-03-01,2.381981462805549,0.03315826188146076,319.785,2.808783050077035,0.06913185749619633,325.69,2.3594336708984365,0.015882974245751136,125.941,2.670294814316976,0.09748691517839081,125.267
2025-04-01,2.32538823025783,0.16167112278562268,320.302,2.7760200724699313,0.23857041972428217,326.467,2.2774259978433964,0.16595072295757518,126.15,2.614795918367352,0.1875992879210031,125.502
2025-05-01,2.3772651073680873,0.09928130327003792,320.62,2.7658403935930886,0.13048792067804627,326.893,2.4580860654408676,0.18232263178754593,126.38,2.783883382495933,0.22947841468663466,125.79
2025-06-01,2.680453865910226,0.2541949971929469,321.435,2.910895442696071,0.23402152998077685,327.658,2.5935129797068024,0.28722899192910045,126.743,2.8073722050588,0.26313697432227556,126.121
2025-07-01,2.742618052167134,0.22835098853577485,322.169,3.0544930080893096,0.3125209822436803,328.682,2.605547294239341,0.1712126113473822,126.96,2.86304724556794,0.24500281475725583,126.43
2025-08-01,2.9385917430316155,0.3482644202266627,323.291,3.111806098514469,0.3097218588179462,329.7,2.7476208541517,0.26228733459359166,127.293,2.912416347215907,0.2246302301668779,126.714
2025-09-01,3.0225715847133294,0.2950901819104068,324.245,3.0199668258857892,0.2177737336973129,330.418,2.7874424148706556,0.2608155986582039,127.625,2.825069249833967,0.18940290733462373,126.954
2025-10-01,,,,,,,2.7125805259691216,0.19275220372183544,127.871,2.75453840687383,0.22764150794776228,127.243
2025-11-01,2.6964439164939513,,325.063,2.5990448060944082,,331.043,2.8201898312699925,0.21975271953764697,128.152,2.8290927864990767,0.17761291387345945,127.469
2025-12-01,2.653304114557753,0.297788428704604,326.031,2.6464847073089937,0.2329002576704653,331.814,2.878083518031027,0.3308571071852118,128.576,2.971110180682146,0.32713836305298116,127.886
2026-01-01,2.391201432150014,0.170842649932057,326.588,2.512028782828879,0.2950448142634121,332.793,2.8752083050942012,0.34765430562468946,129.023,3.104657789335974,0.44492751356677296,128.455
2026-02-01,2.4340041103732224,0.26700307420970404,327.46,2.4724624767640258,0.21605021740240815,333.512,2.873230041057484,0.3999286948838554,129.539,3.0492628550881085,0.3939122649955218,128.961
2026-03-01,3.2859577528651984,0.8651438343614481,330.293,2.602167705486824,0.19579505385114437,334.165,3.5429288317545327,0.6669806004369283,130.403,3.253849776876594,0.29621358395170994,129.343
2026-04-01,3.7792458367415627,0.6400377846336402,332.407,2.7433094309685213,0.376460730477457,335.423,3.8018232263178797,0.4164014631565349,130.946,3.3298274131089656,0.26132067448567664,129.681
2026-05-01,4.166614684049641,0.47291422864139676,333.979,2.8229420636110225,0.20809544962627768,336.121,4.111410033233098,0.4811143524811712,131.576,3.463709356864597,0.3593433116647615,130.147
2026-06-01,3.463530729385411,-0.42248165303806484,332.568,2.5657850563697515,-0.016660666843182348,336.065,3.71697056247684,-0.09272207697451629,131.454,3.343614465473621,0.14675712847780353,130.338
2026-07-01,3.303856050706311,0.07366914435544825,332.813,2.4665177892309265,0.2154345141564873,336.789,3.7011657214870874,0.15594808830463602,131.659,3.3441430040338282,0.2455155058386671,130.658
2026-08-01,3.353016322755642,0.3960181843858157,334.131,2.4461631786472537,0.2897956881014574,337.765,,,,,,
