date,ppi_final_demand,ppi_final_demand_goods,ppi_finished_goods,ppi_final_demand_services,ppi_energy,ppi_foods,ppi_goods_less_food_energy,ppi_less_food_energy_trade,ppi_trade_services,cpi_headline,cpi_core,cpi_energy,cpi_core_goods,ppi_final_demand_mom,ppi_final_demand_yoy,ppi_final_demand_ann3,ppi_final_demand_goods_mom,ppi_final_demand_goods_yoy,ppi_final_demand_goods_ann3,ppi_finished_goods_mom,ppi_finished_goods_yoy,ppi_finished_goods_ann3,ppi_final_demand_services_mom,ppi_final_demand_services_yoy,ppi_final_demand_services_ann3,ppi_energy_mom,ppi_energy_yoy,ppi_energy_ann3,ppi_foods_mom,ppi_foods_yoy,ppi_foods_ann3,ppi_goods_less_food_energy_mom,ppi_goods_less_food_energy_yoy,ppi_goods_less_food_energy_ann3,ppi_less_food_energy_trade_mom,ppi_less_food_energy_trade_yoy,ppi_less_food_energy_trade_ann3,ppi_trade_services_mom,ppi_trade_services_yoy,ppi_trade_services_ann3,cpi_headline_mom,cpi_headline_yoy,cpi_headline_ann3,cpi_core_mom,cpi_core_yoy,cpi_core_ann3,cpi_energy_mom,cpi_energy_yoy,cpi_energy_ann3,cpi_core_goods_mom,cpi_core_goods_yoy,cpi_core_goods_ann3
2024-09-01,145.803,143.347,257.178,145.59,132.981,276.741,144.008,133.296,156.047,314.732,320.732,272.681,164.634,0.2709598443012551,2.1429972538250297,2.603928841835801,-0.8205738481869007,-1.1672642029784797,-2.545445098218724,-0.20488463598054008,-0.8772267916470788,0.9119272478228746,0.4456893696876074,3.7054449098213427,2.471723036816331,-4.908291322535662,-14.029428117040121,-18.23440436989152,0.38777968019965137,4.705170163258354,6.555047815401016,0.1342001877411958,2.0341937266627586,1.928359822693393,0.19242333132891698,3.3919471312333638,3.326387915408291,1.3338268622599792,2.9992805422994984,3.357479883509318,0.2133336729690294,2.4264830315416708,2.174393670283825,0.30711493354182995,3.2823574494668994,2.9749272681080408,-1.097183231413179,-6.814912019902741,-7.81366203832774,0.1429449084240142,-1.1551531598602338,-1.073919434301418
2024-10-01,146.294,143.225,257.634,146.574,132.382,275.062,144.243,133.598,157.113,315.631,321.731,273.003,164.698,0.33675575948368675,2.843605227453283,3.8409811571920027,-0.08510816410529642,0.20499258388604336,-4.744322241076027,0.1773091010895289,0.9039424108786553,0.4171784940556478,0.6758705955079325,4.090502364821691,6.563364167425201,-0.4504402884622505,-8.003530253858603,-26.341425947084108,-0.6067044637404595,4.028591959456906,3.5417772768790767,0.16318537859005833,2.108094715605424,1.8740766923399876,0.2265634377625947,3.5755818460918354,2.697305764117952,0.6831275192730413,3.665947465310082,13.330149303238326,0.2856398459641696,2.578844053871343,2.6564215050467688,0.3114750009353573,3.298689706765301,3.5465600807173647,0.1180867020437848,-4.799051488152317,-7.381444820072824,0.038874108628861315,-1.199181748921696,0.0704629571372406
2024-11-01,146.447,143.618,259.321,145.957,129.711,282.267,144.465,133.767,156.379,316.528,322.657,273.281,165.018,0.10458392005139316,2.8896820155409175,2.8861146429360662,0.27439343689998896,1.1194975638606497,-2.508348075187372,0.6548048782381244,1.871086353601159,2.5303949836100514,-0.4209477806432327,3.770982488819996,2.8250060961514167,-2.0176459035216254,-5.980632348037851,-25.985048829877144,2.6194094422348435,6.415457115928369,9.918249067880257,0.15390694869075183,2.160384696980411,1.820171737383669,0.1264988996841243,3.5821311589657956,2.2037907389926614,-0.4671796732288236,2.6223397623094336,6.343220295842711,0.28419261732848256,2.719472461284833,3.177967036508167,0.28781808405158316,3.2859356193500444,3.6864853325343283,0.10183038281630363,-3.141990317069887,-3.472094466912967,0.19429501268988236,-0.7434407593200687,1.5146194309852756
2024-12-01,147.052,143.299,261.129,146.379,128.552,282.847,144.578,134.19,156.888,317.604,323.259,279.829,165.006,0.41311873920257813,3.437554953750932,3.4708227229621746,-0.22211700483225627,1.85225988499782,-0.13387345686335372,0.6972053940868639,2.6313307183788437,6.288227329981222,0.28912624951185073,4.289001774022316,2.18541652205142,-0.8935248359815406,-2.0175458654410616,-12.671304436294529,0.20547920940101605,6.287507280686899,9.121991520573868,0.07821963797458586,2.135565681183982,1.5926702011650251,0.3162214896050619,3.5680381578642617,2.7098613756553203,0.32549127440386627,4.330478267808702,2.1732508560038832,0.3399383308901438,2.870690967509981,3.700356063169985,0.18657583749928097,3.2133335461932644,3.1889826581728897,2.396068515557248,-0.3326649166734863,10.905062230031625,-0.007271933970842692,-0.6688057212687393,0.9068910030175292
2025-01-01,147.975,144.941,262.365,147.697,133.911,285.41,144.871,134.752,158.54,318.961,324.638,282.272,165.508,0.627669123847352,3.7867523285826543,4.67605242130209,1.1458558678008934,2.381877388411313,4.879278177423241,0.4733292740369599,3.0183211741885874,7.550117658680211,0.9004023801228334,4.520589629818339,3.100064437139438,4.168741054203751,0.4161792495275929,4.700621756793977,0.9061436041393645,6.64748524026606,15.918928052953142,0.20265877242735542,2.077182697659996,1.7529118575617453,0.41880915120353635,3.5160361052429367,3.500167409138011,1.0529804701443046,5.337993169707511,3.682850856066966,0.42726162139017365,2.9909783078999608,4.287373998915989,0.4265929177532435,3.282970485398584,3.663479311476725,0.8730331738311614,0.8283533307376745,14.288234443628678,0.30423136128383543,-0.07788114974310867,1.9817972251523486
2025-02-01,148.233,146.056,262.897,148.038,135.55,290.449,145.338,135.318,157.4,319.679,325.465,282.096,165.832,0.17435377597567747,3.4020201456513854,4.968181774655411,0.7692785340241981,1.7095981225757617,6.965102610729557,0.20277094886893554,2.0844254433481257,5.631092214467293,0.23087808147761457,4.2601891695835725,5.82618087774136,1.223947248545687,-3.599977242340613,19.25891602181713,1.7655302897585878,6.595786066346898,12.108647264949335,0.3223557509784536,2.098334398774848,2.4391934891228706,0.4200308715269552,3.5602222460318744,4.719203970033603,-0.7190614355998437,4.295047641765737,2.637292149133863,0.22510589068882592,2.8015834477613355,4.041809643111183,0.2547452855180321,3.13755688228059,3.5268028590894174,-0.06235120734610078,-0.4358859425901196,13.54027965194704,0.19576092998525585,-0.042796091692132165,1.9877656352800255
2025-03-01,148.055,145.494,260.21,148.514,133.504,284.123,145.797,135.487,157.993,319.785,325.69,278.906,165.719,-0.12008122347925143,3.1591195713519316,2.756327038741424,-0.38478391849702254,0.8267440974075058,6.269269866408944,-1.0220732834532176,0.8616713245240826,-1.400319338593059,0.32153906429430723,4.260591807364267,5.963056639991171,-1.5094061232017841,-6.6894985147649795,16.32197338531638,-2.178007154440198,4.289432052180864,1.816756867420355,0.31581554720720995,2.366124400570113,3.4154676895436165,0.12489099750216948,3.4409833562375924,3.922573943755281,0.3767471410419221,5.023398654577349,2.847200766269875,0.03315826188146076,2.381981462805549,2.775240302020454,0.06913185749619633,2.808783050077035,3.0422174966255877,-1.1308207135159676,-3.3884331873856866,-1.312863698049671,-0.06814125138694394,-0.033780726888865686,1.7396572136438415
2025-04-01,147.655,145.664,259.608,148.002,134.045,280.416,146.269,135.243,157.499,320.302,326.467,277.343,165.87,-0.2701698693053256,2.398108143720057,-0.862209109649692,0.11684330625316708,0.42191765711605544,2.010273849553057,-0.2313516006302474,0.37775827337018786,-4.137513346651033,-0.34474864322555643,3.3143926173091254,0.828577578283296,0.4052313039309752,-8.12102019973543,0.4008670469205722,-1.3047166192106885,3.1711166789920364,-6.817487161675495,0.32373779981755835,2.4142107953312175,3.916219184842551,-0.18009107884889852,2.7416928757008074,1.465477714611918,-0.31267208040862693,4.228045794454349,-2.6007108362136933,0.16167112278562268,2.32538823025783,1.6923456209746446,0.23857041972428217,2.7760200724699313,2.2727036606615902,-0.5604038636673248,-3.5700998918678284,-6.803922402498586,0.09111809750239619,0.16425319146367023,0.8777566891452704
2025-05-01,148.153,145.883,260.423,148.514,133.811,280.761,146.645,135.432,159.487,320.62,326.893,275.377,165.807,0.33727269648842206,2.7242345240736654,-0.21570165993030077,0.15034600175749535,1.0991219498672988,-0.47294974753453456,0.3139348556284949,1.282250725325329,-3.711409566289503,0.3459412710639098,3.4911918831530997,1.292372807289488,-0.17456824200826615,-5.141637838144375,-5.0337743896473945,0.12303149606300856,3.7021031403053906,-12.689277887812366,0.25706062118426853,2.4050111381903827,3.6459463601687725,0.13974845278497128,2.669223946448729,0.3374100757751908,1.2622302363824556,5.065284127590619,5.410104418338313,0.09928130327003792,2.3772651073680873,1.1826401101946882,0.13048792067804627,2.7658403935930886,1.766611699669407,-0.7088695225767383,-3.0925694578853857,-9.192243722927461,-0.03798155181770069,0.2612244897959082,-0.06028835750971906
2025-06-01,148.393,146.754,261.496,148.725,136.739,281.229,146.965,135.631,159.487,321.435,327.658,276.558,166.114,0.1619946946737505,2.4325425039173343,0.9163059966562637,0.5970538033903683,1.7189514396218186,3.509319662959176,0.4120219796254432,1.910013835031843,1.9915681641844873,0.14207414789177975,2.7787759840778303,0.5695088428947948,2.188160913527293,-2.2210304265436687,10.050617987737942,0.1666898180302745,3.2476329286335703,-4.012463945362255,0.21821405434894192,2.5418288887958607,3.243168585278866,0.1469372083407361,2.5875501096739972,0.42581128683443215,0.0,3.051743299475329,3.836435944661787,0.2541949971929469,2.680453865910226,2.079915296681878,0.23402152998077685,2.910895442696071,2.43901819502772,0.428866608322398,-0.6202296934067375,-3.3251571864827856,0.18515502964291386,0.6269725404200344,0.9568353672005481
2025-07-01,149.597,147.662,262.587,149.853,138.512,285.129,147.498,136.554,161.39,322.169,328.682,274.85,166.468,0.8113590263691739,3.2258732283573233,5.365614791513562,0.6187224879730779,1.8527204502814199,5.600520492730965,0.41721479487257795,2.0286284901657625,4.669608629979116,0.7584467977811427,3.874867429625062,5.097268874207939,1.2966308075969435,-3.0686438483663037,14.011097026743457,1.3867702121758585,4.565808148042216,6.89426456549227,0.362671384343205,2.732369841546234,3.4035281263567363,0.6805228893099757,2.8949906564591066,3.934210500342039,1.1932006997435574,5.986576828611567,10.25423585277978,0.22835098853577485,2.742618052167134,2.3520143949639083,0.3125209822436803,3.0544930080893096,2.7416486181804034,-0.6175919698580334,-1.2350558955322888,-3.547357754300473,0.21310666169016557,1.0924946407641967,1.4499105893688746
2025-08-01,149.327,147.594,262.934,149.253,137.39,284.213,148.026,137.021,158.042,323.291,329.7,276.734,166.838,-0.1804849027721267,2.6944687055134198,3.2075717756691047,-0.04605111673958717,2.1178554378584957,4.774613758575508,0.13214667900545152,2.028668327473948,3.912942589221169,-0.4003923845368629,2.972872281708794,2.005290206368837,-0.8100381194409256,-1.7555150345024972,11.135607788624146,-0.3212580972121404,3.0982471923155064,5.009510235546744,0.3579709555384003,2.9280673086952147,3.8204662978449377,0.3419892496741017,2.9923331328923553,4.776373593350303,-2.0744779726129203,2.629340294688731,-3.575163243686319,0.3482644202266627,2.9385917430316155,3.3741661070110673,0.3097218588179462,3.111806098514469,3.479257852621842,0.685464798981239,0.37286094608022236,1.9857337528215169,0.2222649398082588,1.4835856665794678,2.510524102384637
2025-09-01,150.245,147.911,265.093,150.048,137.439,286.115,148.312,137.328,160.551,324.245,330.418,280.7,167.17,0.6147582151921682,3.046576545064239,5.086385054282494,0.21477837852488246,3.183882467020571,3.1910670589233803,0.8211186077114352,3.0776349454463503,5.616759827795392,0.5326526099977968,3.062023490624366,3.6060064354487276,0.0356648955528005,3.3523586076206424,2.0634744205488387,0.6692163975609899,3.3872826939268297,7.1327116087704034,0.1932093010687419,2.9887228487306183,3.7168909641845937,0.22405324731247234,3.0248469571480197,5.099469899909148,1.5875526758709624,2.886309893814043,2.6953794944449827,0.2950901819104068,3.0225715847133294,3.5429408107802596,0.2177737336973129,3.0199668258857892,3.412178786546005,1.433145186352247,2.940798955556123,6.126721286556358,0.1989954326951926,1.5403865544176831,2.567182436714699
2025-10-01,150.439,147.107,264.021,150.815,131.831,285.358,148.998,138.201,159.122,,,,,0.12912243335883034,2.8333356118501074,2.2704611736599656,-0.5435701198693854,2.710420666783042,-1.4949785647864755,-0.4043863851553975,2.479098255665013,2.202377935144617,0.5111697590104436,2.8934190238377733,2.5926827688862453,-4.080355648687783,-0.4162197277575608,-17.94206475526424,-0.264578928053405,3.7431560884455095,0.32164532984766403,0.4625384324936421,3.2965204550654104,4.130326357359948,0.6357042991960826,3.445410859443987,4.912451972058807,-0.8900598563696072,1.2786974979791754,-5.503781655076656,,,,,,,,,,,,
