state,indicator,cycle,index_value
AK,Future input prices,202513,74.4
AL,Current performance,202513,53.0
AL,Revenues,202513,45.1
AL,Employees,202513,48.3
AL,Hours,202513,46.0
AL,Delivery time,202513,51.5
AL,Demand,202513,46.5
AL,Output prices,202513,53.3
AL,Input prices,202513,63.7
AL,Future performance,202513,53.3
AL,Future employees,202513,49.4
AL,Future hours,202513,49.0
AL,Future delivery time,202513,53.6
AL,Future demand,202513,53.9
AL,Future output prices,202513,57.9
AL,Future input prices,202513,65.6
AR,Current performance,202513,54.1
AR,Revenues,202513,45.1
AR,Employees,202513,46.5
AR,Hours,202513,46.6
AR,Delivery time,202513,54.2
AR,Demand,202513,45.2
AR,Output prices,202513,51.6
AR,Input prices,202513,66.6
AR,Future performance,202513,54.0
AR,Future employees,202513,50.1
AR,Future hours,202513,48.6
AR,Future delivery time,202513,54.5
AR,Future demand,202513,50.6
AR,Future output prices,202513,54.3
AR,Future input prices,202513,68.5
AZ,Current performance,202513,53.4
AZ,Revenues,202513,38.0
AZ,Employees,202513,49.3
AZ,Hours,202513,47.5
AZ,Delivery time,202513,54.0
AZ,Demand,202513,40.1
AZ,Output prices,202513,54.9
AZ,Input prices,202513,70.8
AZ,Future performance,202513,55.1
AZ,Future employees,202513,53.3
AZ,Future hours,202513,49.5
AZ,Future delivery time,202513,55.0
AZ,Future demand,202513,50.6
AZ,Future output prices,202513,64.7
AZ,Future input prices,202513,75.9
CA,Current performance,202513,48.0
CA,Revenues,202513,37.4
CA,Employees,202513,46.0
CA,Hours,202513,44.1
CA,Delivery time,202513,53.1
CA,Demand,202513,38.9
CA,Output prices,202513,54.0
CA,Input prices,202513,67.3
CA,Future performance,202513,48.3
CA,Future employees,202513,48.8
CA,Future hours,202513,47.5
CA,Future delivery time,202513,53.0
CA,Future demand,202513,46.5
CA,Future output prices,202513,61.6
CA,Future input prices,202513,72.8
CO,Current performance,202513,51.1
CO,Revenues,202513,40.3
CO,Employees,202513,46.7
CO,Hours,202513,45.2
CO,Delivery time,202513,55.2
CO,Demand,202513,42.6
CO,Output prices,202513,52.9
CO,Input prices,202513,67.8
CO,Future performance,202513,51.7
CO,Future employees,202513,49.3
CO,Future hours,202513,47.6
CO,Future delivery time,202513,56.4
CO,Future demand,202513,48.6
CO,Future output prices,202513,63.0
CO,Future input prices,202513,73.3
CT,Current performance,202513,52.8
CT,Revenues,202513,46.0
CT,Employees,202513,49.3
CT,Hours,202513,49.6
CT,Delivery time,202513,52.0
CT,Demand,202513,46.3
CT,Output prices,202513,58.2
CT,Input prices,202513,71.2
CT,Future performance,202513,52.1
CT,Future employees,202513,46.3
CT,Future hours,202513,47.1
CT,Future delivery time,202513,56.1
CT,Future demand,202513,46.2
CT,Future output prices,202513,63.7
CT,Future input prices,202513,74.9
DC,Current performance,202513,49.6
DC,Revenues,202513,37.7
DC,Employees,202513,43.6
DC,Hours,202513,41.0
DC,Delivery time,202513,50.0
DC,Demand,202513,37.8
DC,Output prices,202513,55.8
DC,Input prices,202513,67.5
DC,Future performance,202513,46.5
DC,Future employees,202513,46.3
DC,Future hours,202513,43.5
DC,Future delivery time,202513,44.1
DC,Future demand,202513,51.0
DC,Future output prices,202513,65.6
DC,Future input prices,202513,74.1
DE,Current performance,202513,56.6
DE,Revenues,202513,44.1
DE,Employees,202513,51.4
DE,Hours,202513,49.9
DE,Delivery time,202513,55.4
DE,Demand,202513,52.3
DE,Output prices,202513,54.1
DE,Input prices,202513,66.6
DE,Future performance,202513,57.0
DE,Future employees,202513,47.3
DE,Future hours,202513,48.5
DE,Future delivery time,202513,53.1
DE,Future demand,202513,48.3
DE,Future output prices,202513,62.3
DE,Future input prices,202513,68.3
FL,Current performance,202513,50.9
FL,Revenues,202513,37.2
FL,Employees,202513,47.6
FL,Hours,202513,43.5
FL,Delivery time,202513,52.1
FL,Demand,202513,39.7
FL,Output prices,202513,56.1
FL,Input prices,202513,68.9
FL,Future performance,202513,51.2
FL,Future employees,202513,51.2
FL,Future hours,202513,50.3
FL,Future delivery time,202513,54.4
FL,Future demand,202513,50.6
FL,Future output prices,202513,62.7
FL,Future input prices,202513,72.8
GA,Current performance,202513,52.7
GA,Revenues,202513,41.0
GA,Employees,202513,48.8
GA,Hours,202513,45.1
GA,Delivery time,202513,52.0
GA,Demand,202513,42.7
GA,Output prices,202513,54.0
GA,Input prices,202513,67.3
GA,Future performance,202513,53.4
GA,Future employees,202513,51.4
GA,Future hours,202513,50.3
GA,Future delivery time,202513,53.2
GA,Future demand,202513,50.3
GA,Future output prices,202513,61.8
GA,Future input prices,202513,71.7
HI,Current performance,202513,52.7
HI,Revenues,202513,39.0
HI,Employees,202513,49.6
HI,Hours,202513,50.2
HI,Delivery time,202513,51.5
HI,Demand,202513,43.3
HI,Output prices,202513,60.1
HI,Input prices,202513,72.5
HI,Future performance,202513,54.4
HI,Future employees,202513,52.5
HI,Future hours,202513,52.9
HI,Future delivery time,202513,52.3
HI,Future demand,202513,52.9
HI,Future output prices,202513,66.2
HI,Future input prices,202513,75.2
IA,Current performance,202513,54.9
IA,Revenues,202513,47.6
IA,Employees,202513,51.1
IA,Hours,202513,48.1
IA,Delivery time,202513,51.9
IA,Demand,202513,45.0
IA,Output prices,202513,53.5
IA,Input prices,202513,64.1
IA,Future performance,202513,55.8
IA,Future employees,202513,49.6
IA,Future hours,202513,46.0
IA,Future delivery time,202513,53.4
IA,Future demand,202513,47.6
IA,Future output prices,202513,64.0
IA,Future input prices,202513,73.8
ID,Current performance,202513,59.6
ID,Revenues,202513,44.6
ID,Employees,202513,48.6
ID,Hours,202513,45.8
ID,Delivery time,202513,56.7
ID,Demand,202513,47.5
ID,Output prices,202513,52.9
ID,Input prices,202513,68.8
ID,Future performance,202513,59.5
ID,Future employees,202513,51.5
ID,Future hours,202513,50.5
ID,Future delivery time,202513,54.6
ID,Future demand,202513,55.5
ID,Future output prices,202513,60.3
ID,Future input prices,202513,69.1
IL,Current performance,202513,53.0
IL,Revenues,202513,44.7
IL,Employees,202513,49.1
IL,Hours,202513,47.2
IL,Delivery time,202513,53.0
IL,Demand,202513,45.7
IL,Output prices,202513,55.4
IL,Input prices,202513,67.5
IL,Future performance,202513,52.5
IL,Future employees,202513,50.6
IL,Future hours,202513,49.6
IL,Future delivery time,202513,54.5
IL,Future demand,202513,50.8
IL,Future output prices,202513,63.5
IL,Future input prices,202513,72.1
IN,Current performance,202513,52.8
IN,Revenues,202513,44.1
IN,Employees,202513,49.6
IN,Hours,202513,48.8
IN,Delivery time,202513,52.1
IN,Demand,202513,47.0
IN,Output prices,202513,55.1
IN,Input prices,202513,67.2
IN,Future performance,202513,53.7
IN,Future employees,202513,51.3
IN,Future hours,202513,47.6
IN,Future delivery time,202513,52.6
IN,Future demand,202513,48.7
IN,Future output prices,202513,62.4
IN,Future input prices,202513,74.4
KS,Current performance,202513,56.0
KS,Revenues,202513,44.5
KS,Employees,202513,47.1
KS,Hours,202513,47.5
KS,Delivery time,202513,57.7
KS,Demand,202513,45.2
KS,Output prices,202513,57.9
KS,Input prices,202513,69.1
KS,Future performance,202513,54.4
KS,Future employees,202513,52.0
KS,Future hours,202513,49.0
KS,Future delivery time,202513,56.0
KS,Future demand,202513,50.3
KS,Future output prices,202513,65.4
KS,Future input prices,202513,70.5
KY,Current performance,202513,54.3
KY,Revenues,202513,45.9
KY,Employees,202513,49.0
KY,Hours,202513,48.3
KY,Delivery time,202513,52.1
KY,Demand,202513,45.6
KY,Output prices,202513,54.3
KY,Input prices,202513,63.6
KY,Future performance,202513,54.9
KY,Future employees,202513,50.5
KY,Future hours,202513,48.8
KY,Future delivery time,202513,53.6
KY,Future demand,202513,51.3
KY,Future output prices,202513,60.6
KY,Future input prices,202513,70.1
LA,Current performance,202513,54.7
LA,Revenues,202513,43.5
LA,Employees,202513,48.7
LA,Hours,202513,47.4
LA,Delivery time,202513,53.3
LA,Demand,202513,41.9
LA,Output prices,202513,52.7
LA,Input prices,202513,64.2
LA,Future performance,202513,56.1
LA,Future employees,202513,52.6
LA,Future hours,202513,51.4
LA,Future delivery time,202513,51.4
LA,Future demand,202513,53.3
LA,Future output prices,202513,58.9
LA,Future input prices,202513,66.1
MA,Current performance,202513,52.1
MA,Revenues,202513,42.7
MA,Employees,202513,48.0
MA,Hours,202513,49.7
MA,Delivery time,202513,55.1
MA,Demand,202513,45.5
MA,Output prices,202513,53.4
MA,Input prices,202513,67.8
MA,Future performance,202513,52.4
MA,Future employees,202513,50.9
MA,Future hours,202513,49.5
MA,Future delivery time,202513,55.9
MA,Future demand,202513,52.0
MA,Future output prices,202513,65.1
MA,Future input prices,202513,73.5
MD,Current performance,202513,50.3
MD,Revenues,202513,43.0
MD,Employees,202513,49.7
MD,Hours,202513,48.3
MD,Delivery time,202513,55.2
MD,Demand,202513,45.0
MD,Output prices,202513,56.3
MD,Input prices,202513,66.9
MD,Future performance,202513,51.0
MD,Future employees,202513,52.0
MD,Future hours,202513,49.7
MD,Future delivery time,202513,52.5
MD,Future demand,202513,46.5
MD,Future output prices,202513,63.0
MD,Future input prices,202513,73.5
ME,Current performance,202513,55.3
ME,Revenues,202513,49.6
ME,Employees,202513,51.9
ME,Hours,202513,51.7
ME,Delivery time,202513,50.1
ME,Demand,202513,49.3
ME,Output prices,202513,56.3
ME,Input prices,202513,69.0
ME,Future performance,202513,54.4
ME,Future employees,202513,44.9
ME,Future hours,202513,45.9
ME,Future delivery time,202513,53.4
ME,Future demand,202513,48.6
ME,Future output prices,202513,59.5
ME,Future input prices,202513,73.6
MI,Current performance,202513,53.3
MI,Revenues,202513,46.4
MI,Employees,202513,49.5
MI,Hours,202513,49.0
MI,Delivery time,202513,54.0
MI,Demand,202513,47.5
MI,Output prices,202513,56.2
MI,Input prices,202513,68.1
MI,Future performance,202513,51.7
MI,Future employees,202513,48.0
MI,Future hours,202513,46.1
MI,Future delivery time,202513,52.4
MI,Future demand,202513,48.2
MI,Future output prices,202513,62.6
MI,Future input prices,202513,72.3
MN,Current performance,202513,55.0
MN,Revenues,202513,46.5
MN,Employees,202513,50.7
MN,Hours,202513,44.9
MN,Delivery time,202513,51.4
MN,Demand,202513,47.8
MN,Output prices,202513,56.0
MN,Input prices,202513,67.7
MN,Future performance,202513,55.1
MN,Future employees,202513,47.8
MN,Future hours,202513,46.9
MN,Future delivery time,202513,55.0
MN,Future demand,202513,50.8
MN,Future output prices,202513,65.8
MN,Future input prices,202513,74.8
MO,Current performance,202513,51.7
MO,Revenues,202513,43.5
MO,Employees,202513,49.4
MO,Hours,202513,46.5
MO,Delivery time,202513,53.7
MO,Demand,202513,45.3
MO,Output prices,202513,56.9
MO,Input prices,202513,67.5
MO,Future performance,202513,51.4
MO,Future employees,202513,52.1
MO,Future hours,202513,50.5
MO,Future delivery time,202513,56.9
MO,Future demand,202513,52.4
MO,Future output prices,202513,64.4
MO,Future input prices,202513,72.9
MS,Current performance,202513,53.7
MS,Revenues,202513,45.0
MS,Employees,202513,52.2
MS,Hours,202513,49.0
MS,Delivery time,202513,53.0
MS,Demand,202513,46.5
MS,Output prices,202513,55.0
MS,Input prices,202513,65.3
MS,Future performance,202513,58.2
MS,Future employees,202513,52.1
MS,Future hours,202513,52.8
MS,Future delivery time,202513,53.5
MS,Future demand,202513,51.1
MS,Future output prices,202513,59.5
MS,Future input prices,202513,66.3
MT,Current performance,202513,55.6
MT,Revenues,202513,51.6
MT,Employees,202513,50.6
MT,Hours,202513,49.4
MT,Delivery time,202513,53.4
MT,Demand,202513,49.9
MT,Output prices,202513,51.4
MT,Input prices,202513,66.6
MT,Future performance,202513,53.2
MT,Future employees,202513,48.6
MT,Future hours,202513,48.8
MT,Future delivery time,202513,54.2
MT,Future demand,202513,52.0
MT,Future output prices,202513,62.5
MT,Future input prices,202513,73.4
NC,Current performance,202513,54.3
NC,Revenues,202513,43.5
NC,Employees,202513,49.2
NC,Hours,202513,47.5
NC,Delivery time,202513,53.4
NC,Demand,202513,46.1
NC,Output prices,202513,57.2
NC,Input prices,202513,68.0
NC,Future performance,202513,55.5
NC,Future employees,202513,51.2
NC,Future hours,202513,49.6
NC,Future delivery time,202513,54.7
NC,Future demand,202513,50.5
NC,Future output prices,202513,63.9
NC,Future input prices,202513,73.4
ND,Current performance,202513,51.5
ND,Revenues,202513,46.0
ND,Employees,202513,41.9
ND,Hours,202513,49.1
ND,Delivery time,202513,58.7
ND,Demand,202513,49.1
ND,Output prices,202513,57.5
ND,Input prices,202513,65.0
ND,Future performance,202513,54.5
ND,Future employees,202513,46.3
ND,Future hours,202513,49.8
ND,Future delivery time,202513,60.0
ND,Future demand,202513,56.4
ND,Future output prices,202513,62.2
ND,Future input prices,202513,75.2
NE,Current performance,202513,52.2
NE,Revenues,202513,42.4
NE,Employees,202513,49.8
NE,Hours,202513,46.5
NE,Delivery time,202513,53.0
NE,Demand,202513,48.2
NE,Output prices,202513,57.8
NE,Input prices,202513,67.6
NE,Future performance,202513,52.7
NE,Future employees,202513,52.3
NE,Future hours,202513,51.8
NE,Future delivery time,202513,56.0
NE,Future demand,202513,54.6
NE,Future output prices,202513,66.6
NE,Future input prices,202513,76.9
NH,Current performance,202513,59.5
NH,Revenues,202513,47.9
NH,Employees,202513,49.2
NH,Hours,202513,48.0
NH,Delivery time,202513,52.3
NH,Demand,202513,47.5
NH,Output prices,202513,55.0
NH,Input prices,202513,72.5
NH,Future performance,202513,53.7
NH,Future employees,202513,49.1
NH,Future hours,202513,48.2
NH,Future delivery time,202513,55.2
NH,Future demand,202513,49.3
NH,Future output prices,202513,68.3
NH,Future input prices,202513,79.9
NJ,Current performance,202513,50.3
NJ,Revenues,202513,42.5
NJ,Employees,202513,49.1
NJ,Hours,202513,47.3
NJ,Delivery time,202513,52.5
NJ,Demand,202513,43.2
NJ,Output prices,202513,55.8
NJ,Input prices,202513,70.2
NJ,Future performance,202513,50.3
NJ,Future employees,202513,50.3
NJ,Future hours,202513,48.5
NJ,Future delivery time,202513,51.7
NJ,Future demand,202513,48.5
NJ,Future output prices,202513,62.6
NJ,Future input prices,202513,73.5
NM,Current performance,202513,54.7
NM,Revenues,202513,41.4
NM,Employees,202513,48.5
NM,Hours,202513,45.3
NM,Delivery time,202513,55.8
NM,Demand,202513,46.5
NM,Output prices,202513,55.5
NM,Input prices,202513,68.2
NM,Future performance,202513,55.2
NM,Future employees,202513,50.5
NM,Future hours,202513,52.1
NM,Future delivery time,202513,54.5
NM,Future demand,202513,56.7
NM,Future output prices,202513,66.4
NM,Future input prices,202513,75.6
NV,Current performance,202513,49.3
NV,Revenues,202513,33.5
NV,Employees,202513,43.9
NV,Hours,202513,42.4
NV,Delivery time,202513,54.1
NV,Demand,202513,41.5
NV,Output prices,202513,55.4
NV,Input prices,202513,67.7
NV,Future performance,202513,49.7
NV,Future employees,202513,46.8
NV,Future hours,202513,45.5
NV,Future delivery time,202513,53.7
NV,Future demand,202513,48.5
NV,Future output prices,202513,61.7
NV,Future input prices,202513,69.1
NY,Current performance,202513,50.8
NY,Revenues,202513,41.7
NY,Employees,202513,48.9
NY,Hours,202513,47.2
NY,Delivery time,202513,52.0
NY,Demand,202513,44.4
NY,Output prices,202513,55.7
NY,Input prices,202513,65.4
NY,Future performance,202513,50.3
NY,Future employees,202513,48.8
NY,Future hours,202513,48.1
NY,Future delivery time,202513,52.8
NY,Future demand,202513,48.9
NY,Future output prices,202513,60.9
NY,Future input prices,202513,70.4
OH,Current performance,202513,52.9
OH,Revenues,202513,44.1
OH,Employees,202513,49.6
OH,Hours,202513,48.5
OH,Delivery time,202513,51.7
OH,Demand,202513,47.7
OH,Output prices,202513,56.8
OH,Input prices,202513,68.7
OH,Future performance,202513,53.9
OH,Future employees,202513,51.5
OH,Future hours,202513,50.8
OH,Future delivery time,202513,50.6
OH,Future demand,202513,51.7
OH,Future output prices,202513,62.8
OH,Future input prices,202513,73.0
OK,Current performance,202513,53.5
OK,Revenues,202513,37.0
OK,Employees,202513,48.3
OK,Hours,202513,44.6
OK,Delivery time,202513,53.1
OK,Demand,202513,41.8
OK,Output prices,202513,55.4
OK,Input prices,202513,68.4
OK,Future performance,202513,54.8
OK,Future employees,202513,52.2
OK,Future hours,202513,51.9
OK,Future delivery time,202513,55.4
OK,Future demand,202513,52.3
OK,Future output prices,202513,60.9
OK,Future input prices,202513,73.5
OR,Current performance,202513,51.6
OR,Revenues,202513,41.1
OR,Employees,202513,47.5
OR,Hours,202513,45.8
OR,Delivery time,202513,53.4
OR,Demand,202513,44.3
OR,Output prices,202513,55.2
OR,Input prices,202513,67.9
OR,Future performance,202513,52.2
OR,Future employees,202513,48.8
OR,Future hours,202513,47.4
OR,Future delivery time,202513,56.6
OR,Future demand,202513,49.3
OR,Future output prices,202513,62.7
OR,Future input prices,202513,75.5
PA,Current performance,202513,52.5
PA,Revenues,202513,42.2
PA,Employees,202513,47.3
PA,Hours,202513,46.8
PA,Delivery time,202513,53.8
PA,Demand,202513,45.1
PA,Output prices,202513,55.9
PA,Input prices,202513,69.6
PA,Future performance,202513,52.0
PA,Future employees,202513,50.9
PA,Future hours,202513,49.4
PA,Future delivery time,202513,53.2
PA,Future demand,202513,50.2
PA,Future output prices,202513,64.3
PA,Future input prices,202513,74.8
RI,Current performance,202513,56.1
RI,Revenues,202513,41.2
RI,Employees,202513,50.0
RI,Hours,202513,42.3
RI,Delivery time,202513,51.5
RI,Demand,202513,48.2
RI,Output prices,202513,54.2
RI,Input prices,202513,69.6
RI,Future performance,202513,51.0
RI,Future employees,202513,48.4
RI,Future hours,202513,48.4
RI,Future delivery time,202513,57.1
RI,Future demand,202513,49.4
RI,Future output prices,202513,59.2
RI,Future input prices,202513,74.2
SC,Current performance,202513,57.2
SC,Revenues,202513,42.8
SC,Employees,202513,50.1
SC,Hours,202513,50.2
SC,Delivery time,202513,56.4
SC,Demand,202513,47.2
SC,Output prices,202513,55.5
SC,Input prices,202513,67.0
SC,Future performance,202513,58.8
SC,Future employees,202513,50.6
SC,Future hours,202513,52.0
SC,Future delivery time,202513,54.6
