date,headline_cpi_yoy,headline_cpi_mom,core_cpi_yoy,core_cpi_mom,energy_cpi_yoy,energy_cpi_mom,headline_pce_yoy,headline_pce_mom,core_pce_yoy,core_pce_mom
2018-02-01,,0.26922876006090224,,0.1986645977335888,,1.5152982407599547,,0.21442899633394852,,0.18909580524120173
2018-03-01,,0.0192362410782021,,0.21899722733866867,,-2.0082583435162005,,0.10649207225683632,,0.21838376252496516
2018-04-01,,0.2604406656061986,,0.1400860807504456,,1.5969775635082506,,0.23836728261297235,,0.18043956260662686
2018-05-01,,0.2257949781598212,,0.20067801893777215,,0.857801200009134,,0.17196313110467987,,0.17519340170468745
2018-06-01,,0.09011451720948305,,0.0987769546364925,,-0.04433486394171959,,0.0863244425697074,,0.09039103949695093
2018-07-01,,0.07808204989283585,,0.11655056934953834,,-0.46074397932536204,,0.10585225769144113,,0.13153761583162282
2018-08-01,,0.17873207703393845,,0.07450552776688824,,1.296782143328068,,0.06951447565524127,,0.00980334490128243
2018-09-01,,0.2062281702117419,,0.18496186373311296,,0.5269749215597308,,0.2054633688165497,,0.1852650564617253
2018-10-01,,0.2339580144498754,,0.212487614565271,,0.9229532718626476,,0.17282118377628386,,0.157526539797459
2018-11-01,,-0.07041919199911595,,0.2016090098371448,,-3.3279946199927357,,0.0341147229397043,,0.18560850282320907
2018-12-01,,0.06848935445813442,,0.24051896592260924,,-2.228832951945081,,0.06918055149565117,,0.1745387885643046
2019-01-01,1.4875893578291333,-0.08149798035343991,2.1794329242488475,0.270319114983697,-5.771137395955817,-4.348640172260443,1.4318323303589953,-0.05160611873301635,1.844426623897344,0.13140604467805073
2019-02-01,1.5188615351321877,0.3001255142321968,2.1410889637129227,0.16106394238510902,-5.449689062918761,1.861603210335705,1.4001735426362627,0.1831501831501825,1.7441056147354805,0.09040536599591587
2019-03-01,1.8831863513063984,0.37817929172307974,2.06656235001228,0.1458730559831034,-0.3643612089745951,3.262164655238675,1.5218076513927814,0.22657435139445958,1.61606799514884,0.09226615386110915
2019-04-01,2.000583470209061,0.3759679404743643,2.0913377235709074,0.1643938264383582,1.4851823968243139,3.482929643518462,1.5663384627478738,0.28233513471558336,1.6367788035668518,0.2008577694113889
2019-05-01,1.7959105553606136,0.02468332856644384,1.97242800754438,0.08397042714227698,-0.23615100997533833,-0.8528909270749008,1.4655536045359518,0.07256191950464341,1.563175476517964,0.10264852563792726
2019-06-01,1.671194894390049,-0.03251128102280676,2.0746001344216447,0.1990717611749071,-2.7250879170117814,-2.53805725479882,1.4260651383430245,0.04737274616908316,1.6569813098790576,0.18283657892446126
2019-07-01,1.826331335037068,0.23078761661827762,2.1657049503490455,0.2059077639787077,-1.4700198700489775,0.8235392646771533,1.4539295260287632,0.13335394843647652,1.6391192674940713,0.11394360757048805
2019-08-01,1.7376412106666406,0.09147700174354512,2.321135673598529,0.2267547857794039,-4.010216311085779,-1.3147450806660022,1.4304164057608038,0.04632220956939381,1.745804579673771,0.11477844865834808
2019-09-01,1.6844977040391562,0.1538846099767177,2.3300099083477743,0.19365082974263093,-4.884909914938285,-0.3890632087427126,1.2839539924622612,0.06076975016879871,1.6320140893302693,0.07321984257735448
2019-10-01,1.7339736996186295,0.2827282299262768,2.3378148209658223,0.2201310195621753,-4.757943916963836,1.057671994929943,1.2885618207514993,0.17737846201304475,1.6235859562745425,0.1492206829493803
2019-11-01,2.092290394862917,0.281542260504386,2.3546960942649298,0.2181379024040364,-0.4631578947368431,1.0312726461898736,1.3582773068303577,0.10296679080419313,1.4977183197472543,0.06152189795054497
2019-12-01,2.3195274699624457,0.29122185210892493,2.2905988164406255,0.17774564297226014,3.534147825679912,1.6975649231222079,1.5637627676458932,0.2720526032454096,1.544751058548699,0.22095838296891657
2020-01-01,2.599767976845202,0.19216641534238743,2.2817391837892886,0.2616344635741674,7.735636683958114,-0.46704041956777687,1.7944821136310463,0.17544364232504606,1.5913288616700605,0.17733555721708427
2020-02-01,2.3413166797595197,0.04746707213065804,2.3676613601035346,0.2452046371421268,2.9546852179260563,-2.658678065111031,1.689097203314005,0.07943343860656871,1.6976972310441596,0.19520223525695268
2020-03-01,1.4940399642909163,-0.4528447444551498,2.097741687598198,-0.11818827841568735,-6.166078889333459,-5.885839080888877,1.1662090444265472,-0.2887934744149945,1.5272953094374042,-0.0754457506852102
2020-04-01,0.3130472940411133,-0.7920147553434065,1.4309324152566472,-0.48978858208451603,-17.90936066900457,-9.467922114626559,0.4624613003096023,-0.415264071505983,0.9954970222243897,-0.3239926599892917
2020-05-01,0.1982013035848551,-0.08983252093487382,1.2184564692601985,-0.12568392374673332,-18.357722323748547,-1.394411400655049,0.49016290423937736,0.10015601224984128,0.9973783749794407,0.10451324633484749
2020-06-01,0.7166562831830481,0.4847499237691677,1.1836841884912408,0.16464967672902286,-12.186520011538848,4.8289269051321915,0.7595377063120967,0.3155606011044698,0.9704519119350996,0.15612727725522468
2020-07-01,0.9968647625897997,0.5096443382793581,1.560695837131587,0.5792762056656242,-11.412301103850552,1.7124630432248544,0.9225840072571545,0.29538697611970477,1.2143366963097257,0.3557595753837406
2020-08-01,1.2810698495523853,0.3731343283582156,1.7223933878284248,0.38632853258735445,-9.604997965835393,0.698561203546455,1.157519050834388,0.2792174262273184,1.3931038469319867,0.29160353354868995
2020-09-01,1.3910228912373812,0.2626139536318739,1.7190644053436621,0.19037187711885561,-7.656737788418644,1.7578256348709687,1.27635371578958,0.17831601029845157,1.4796915464076354,0.15868038729416334
2020-10-01,1.2303863428671624,0.1238475828567287,1.6364116692455521,0.1386962552011095,-8.89821060259769,-0.30095828779136413,1.1874861668446979,0.08947523725215678,1.4217326104510208,0.09202162982639983
2020-11-01,1.1757452138405844,0.2274132890799363,1.6693780408814973,0.25064424854999157,-9.412473331861992,0.4609587329753806,1.186264708144269,0.10175842360033993,1.453521884486797,0.09288483228599986
2020-12-01,1.3204191315779434,0.4346309661148906,1.624313961356294,0.13334271670970566,-7.012388100189904,4.3920067811407115,1.334522131784066,0.41897052955595093,1.508790092214496,0.2755551347000562
2021-01-01,1.3738437137002402,0.24499608845809373,1.3763703714812836,0.017015547031329348,-3.4872153606453793,3.3062673214372618,1.5857976839888988,0.42384506948978107,1.6974939477738316,0.36356425171866213
2021-02-01,1.6698167791706853,0.33956762230333837,1.280248344990098,0.15015514799159302,2.3089773862077223,3.187273497434928,1.8427318715156016,0.33255767944453396,1.7094670091967412,0.20699842869373875
2021-03-01,2.6678187820641908,0.524320981565296,1.6494791315614155,0.2459443190924393,13.851577491186573,4.732213718174427,2.669006722866385,0.5201877934272403,2.1991360195733556,0.40562999408455536
